"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE1850","GENE1850_HUMAN","P33074","Protein GENE1850",-0.4558,0.656025,0.462052,0,0.3353,2,4,FALSE,TRUE,FALSE
"GENE0694","GENE0694_HUMAN","P55841","Protein GENE0694",0.666,1,0.662688,0,0.1787,6,4,FALSE,FALSE,FALSE
"GENE0251","GENE0251_HUMAN","P43357","Protein GENE0251",-0.4362,0.336641,0.193422,0.3349,0.7135,6,4,FALSE,FALSE,FALSE
"GENE2230","GENE2230_HUMAN","P88402","Protein GENE2230",0.4408,1,0.911709,0,0.0401,4,5,FALSE,TRUE,FALSE
"GENE1175","GENE1175_HUMAN","P88241","Protein GENE1175",0.2389,1,0.615643,0,0.2107,4,5,FALSE,FALSE,FALSE
"GENE0536","GENE0536_HUMAN","P03860","Protein GENE0536",-1.7353,0.157115,0.04217,0.8248,1.375,5,5,FALSE,TRUE,TRUE
"GENE0559","GENE0559_HUMAN","P36908","Protein GENE0559",-0.0358,1,0.493624,0,0.3066,3,4,FALSE,FALSE,FALSE
"GENE2791","GENE2791_HUMAN","P14823","Protein GENE2791",-0.2128,1,0.599939,0,0.2219,2,4,FALSE,FALSE,FALSE
"GENE2775","GENE2775_HUMAN","P14180","Protein GENE2775",0.5389,0.3337,0.090343,0.5976,1.0441,2,2,FALSE,FALSE,FALSE
"GENE2323","GENE2323_HUMAN","P43521","Protein GENE2323",-0.2718,0.777692,0.598207,0,0.2231,4,2,FALSE,FALSE,FALSE
"GENE2481","GENE2481_HUMAN","P94953","Protein GENE2481",0.0403,1,0.944196,0,0.0249,6,3,TRUE,FALSE,FALSE
"GENE2551","GENE2551_HUMAN","P94255","Protein GENE2551",0.0341,1,0.859135,0.047,0.0659,5,3,FALSE,FALSE,FALSE
"GENE1781","GENE1781_HUMAN","P36258","Protein GENE1781",2.4321,0.00665,0.003029,2.048,2.5187,5,3,FALSE,FALSE,TRUE
"GENE0056","GENE0056_HUMAN","P97160","Protein GENE0056",-0.3382,0.56617,0.206946,0.0911,0.6841,3,6,FALSE,FALSE,FALSE
"GENE0819","GENE0819_HUMAN","P04863","Protein GENE0819",-0.208,1,0.944638,0,0.0247,4,3,FALSE,FALSE,FALSE
"GENE2649","GENE2649_HUMAN","P08117","Protein GENE2649",0.2934,0.36359,0.073385,0.5374,1.1344,4,5,FALSE,TRUE,FALSE
"GENE1996","GENE1996_HUMAN","P79595","Protein GENE1996",0.2957,0.582611,0.237338,0.1621,0.6246,5,2,FALSE,FALSE,FALSE
"GENE2502","GENE2502_HUMAN","P46251","Protein GENE2502",0.2568,1,0.874528,0,0.0582,6,4,FALSE,FALSE,FALSE
"GENE1406","GENE1406_HUMAN","P29779","Protein GENE1406",0.6671,0.593104,0.50814,0.1623,0.294,4,2,FALSE,FALSE,FALSE
"GENE2823","GENE2823_HUMAN","P82529","Protein GENE2823",-0.0351,1,0.444982,0,0.3517,5,3,TRUE,FALSE,FALSE
"GENE0169","GENE0169_HUMAN","P87636","Protein GENE0169",0.1625,1,0.778993,0,0.1085,5,6,FALSE,FALSE,FALSE
"GENE1819","GENE1819_HUMAN","P96132","Protein GENE1819",0.306,1,0.335272,0.2984,0.4746,3,3,FALSE,FALSE,FALSE
"GENE0310","GENE0310_HUMAN","P58800","Protein GENE0310",-0.0643,1,0.52982,0,0.2759,2,5,FALSE,FALSE,FALSE
"GENE2371","GENE2371_HUMAN","P78764","Protein GENE2371",-0.0932,0.448096,0.267519,0,0.5726,5,6,FALSE,FALSE,FALSE
"GENE1409","GENE1409_HUMAN","P79585","Protein GENE1409",-0.1031,1,0.735852,0,0.1332,2,5,FALSE,TRUE,FALSE
"GENE0755","GENE0755_HUMAN","P51241","Protein GENE0755",0.2552,1,0.808253,0,0.0925,4,4,FALSE,FALSE,FALSE
"GENE0579","GENE0579_HUMAN","P87715","Protein GENE0579",0.3717,1,0.989529,0,0.0046,5,5,FALSE,FALSE,FALSE
"GENE1550","GENE1550_HUMAN","P46215","Protein GENE1550",-0.7408,1,0.537274,0.23,0.2698,2,6,FALSE,FALSE,FALSE
"GENE0452","GENE0452_HUMAN","P13727","Protein GENE0452",-0.091,1,0.383374,0,0.4164,4,2,FALSE,FALSE,FALSE
"GENE0707","GENE0707_HUMAN","P24253","Protein GENE0707",-0.0433,1,0.405753,0,0.3917,5,5,FALSE,FALSE,FALSE
"GENE2754","GENE2754_HUMAN","P61206","Protein GENE2754",0.3647,1,0.991627,0,0.0037,6,6,FALSE,TRUE,FALSE
"GENE2200","GENE2200_HUMAN","P49681","Protein GENE2200",0.5307,1,0.882812,0,0.0541,4,6,FALSE,FALSE,FALSE
"GENE2884","GENE2884_HUMAN","P34980","Protein GENE2884",-0.4512,1,0.414049,0.0448,0.3829,5,5,FALSE,FALSE,FALSE
"GENE1103","GENE1103_HUMAN","P16688","Protein GENE1103",0.0531,1,0.379136,0,0.4212,5,5,FALSE,FALSE,FALSE
"GENE1002","GENE1002_HUMAN","P84628","Protein GENE1002",0.0069,1,0.754497,0,0.1223,2,2,FALSE,FALSE,FALSE
"GENE0495","GENE0495_HUMAN","P80538","Protein GENE0495",1.4123,0.092646,0.019814,1.0461,1.703,3,3,FALSE,FALSE,TRUE
"GENE2689","GENE2689_HUMAN","P71137","Protein GENE2689",0.5711,0.610869,0.340745,0.1194,0.4676,6,6,FALSE,FALSE,FALSE
"GENE1977","GENE1977_HUMAN","P49136","Protein GENE1977",-0.0258,0.729995,0.382018,0,0.4179,2,3,FALSE,FALSE,FALSE
"GENE2291","GENE2291_HUMAN","P99527","Protein GENE2291",-0.5245,1,0.656354,0,0.1829,4,5,FALSE,FALSE,FALSE
"GENE2521","GENE2521_HUMAN","P73739","Protein GENE2521",0.2981,0.488877,0.458677,0,0.3385,4,6,FALSE,FALSE,FALSE
"GENE1508","GENE1508_HUMAN","P59896","Protein GENE1508",0.212,0.138058,0.117105,0.4433,0.9314,4,3,FALSE,FALSE,FALSE
"GENE0782","GENE0782_HUMAN","P77282","Protein GENE0782",-0.028,1,0.518037,0,0.2856,4,5,TRUE,FALSE,FALSE
"GENE0389","GENE0389_HUMAN","P76986","Protein GENE0389",-0.847,1,0.604403,0,0.2187,4,3,FALSE,FALSE,FALSE
"GENE2490","GENE2490_HUMAN","P45700","Protein GENE2490",0.2661,0.174116,0.16564,0.3348,0.7808,5,3,FALSE,FALSE,FALSE
"GENE0613","GENE0613_HUMAN","P85309","Protein GENE0613",0.2832,1,0.896713,0,0.0473,6,3,FALSE,FALSE,FALSE
"GENE2501","GENE2501_HUMAN","P32617","Protein GENE2501",0.3257,1,0.452153,0,0.3447,3,5,FALSE,FALSE,FALSE
"GENE0588","GENE0588_HUMAN","P56445","Protein GENE0588",0.1058,0.611534,0.261308,0.05,0.5828,5,6,FALSE,FALSE,FALSE
"GENE1588","GENE1588_HUMAN","P62964","Protein GENE1588",0.0311,0.19063,0.089452,0.9521,1.0484,4,6,FALSE,FALSE,FALSE
"GENE0783","GENE0783_HUMAN","P48249","Protein GENE0783",-0.068,1,0.685043,0.0304,0.1643,6,2,FALSE,FALSE,FALSE
"GENE2417","GENE2417_HUMAN","P86401","Protein GENE2417",-0.7516,1,0.548919,0.1835,0.2605,5,5,TRUE,FALSE,FALSE
"GENE2556","GENE2556_HUMAN","P83585","Protein GENE2556",0.5267,1,0.700744,0,0.1544,2,3,FALSE,FALSE,FALSE
"GENE1967","GENE1967_HUMAN","P13104","Protein GENE1967",-0.2728,1,0.273325,0.0407,0.5633,3,5,FALSE,FALSE,FALSE
"GENE2023","GENE2023_HUMAN","P81989","Protein GENE2023",-0.8627,0.183308,0.096631,0.4996,1.0149,2,3,FALSE,FALSE,FALSE
"GENE2222","GENE2222_HUMAN","P44592","Protein GENE2222",-0.3095,1,0.91519,0,0.0385,2,2,FALSE,FALSE,FALSE
"GENE1845","GENE1845_HUMAN","P44572","Protein GENE1845",-0.0217,1,0.427696,0.2458,0.3689,3,4,FALSE,FALSE,FALSE
"GENE1573","GENE1573_HUMAN","P01644","Protein GENE1573",-0.4296,1,0.748859,0,0.1256,6,2,FALSE,FALSE,FALSE
"GENE1402","GENE1402_HUMAN","P28624","Protein GENE1402",0.0606,0.882397,0.187294,0.4358,0.7275,5,4,FALSE,FALSE,FALSE
"GENE1277","GENE1277_HUMAN","P30104","Protein GENE1277",-0.3244,1,0.564703,0,0.2482,4,6,FALSE,FALSE,FALSE
"GENE1211","GENE1211_HUMAN","P07171","Protein GENE1211",-0.406,1,0.853073,0,0.069,3,3,FALSE,FALSE,FALSE
"GENE2225","GENE2225_HUMAN","P46629","Protein GENE2225",0.3321,1,0.53369,0,0.2727,3,3,FALSE,FALSE,FALSE
"GENE0120","GENE0120_HUMAN","P89288","Protein GENE0120",-0.5573,0.381567,0.327079,0,0.4853,3,4,FALSE,FALSE,FALSE
"GENE1197","GENE1197_HUMAN","P80125","Protein GENE1197",-0.0845,0.765444,0.168456,0.3862,0.7735,4,3,FALSE,FALSE,FALSE
"GENE0966","GENE0966_HUMAN","P23690","Protein GENE0966",-0.544,1,0.904154,0,0.0438,2,6,FALSE,FALSE,FALSE
"GENE0113","GENE0113_HUMAN","P21920","Protein GENE0113",-0.5712,0.461385,0.360272,0.0177,0.4434,6,3,FALSE,FALSE,FALSE
"GENE0621","GENE0621_HUMAN","P40717","Protein GENE0621",-3.2114,0.047498,0.015523,1.1638,1.809,4,6,FALSE,FALSE,TRUE
"GENE1123","GENE1123_HUMAN","P27552","Protein GENE1123",-1.6398,0.151368,0.040734,0.7362,1.39,2,5,FALSE,FALSE,TRUE
"GENE1586","GENE1586_HUMAN","P70133","Protein GENE1586",0.5453,1,0.887174,0,0.052,6,6,FALSE,FALSE,FALSE
"GENE2789","GENE2789_HUMAN","P22939","Protein GENE2789",0.2482,0.263251,0.185144,0.4269,0.7325,4,4,FALSE,FALSE,FALSE
"GENE0406","GENE0406_HUMAN","P80581","Protein GENE0406",0.2178,0.291581,0.224712,0.3498,0.6484,2,6,TRUE,FALSE,FALSE
"GENE1903","GENE1903_HUMAN","P10609","Protein GENE1903",-0.3487,0.630053,0.412988,0,0.3841,2,5,FALSE,FALSE,FALSE
"GENE1245","GENE1245_HUMAN","P88469","Protein GENE1245",-0.1601,0.755325,0.743413,0,0.1288,4,4,FALSE,FALSE,FALSE
"GENE2646","GENE2646_HUMAN","P82588","Protein GENE2646",0.3367,1,0.289381,0,0.5385,2,6,FALSE,FALSE,FALSE
"GENE2282","GENE2282_HUMAN","P72581","Protein GENE2282",0.2705,1,0.806232,0,0.0935,4,6,FALSE,FALSE,FALSE
"GENE2506","GENE2506_HUMAN","P10056","Protein GENE2506",0.0248,0.621989,0.567342,0,0.2462,3,5,FALSE,FALSE,FALSE
"GENE0794","GENE0794_HUMAN","P20181","Protein GENE0794",-0.2352,1,0.966575,0,0.0148,3,3,FALSE,TRUE,FALSE
"GENE0017","GENE0017_HUMAN","P47420","Protein GENE0017",-0.6651,1,0.895332,0,0.048,2,3,FALSE,FALSE,FALSE
"GENE2340","GENE2340_HUMAN","P68542","Protein GENE2340",-0.2133,0.990558,0.301095,0.0019,0.5213,5,5,FALSE,FALSE,FALSE
"GENE2644","GENE2644_HUMAN","P17662","Protein GENE2644",0.3737,1,0.348529,0,0.4578,4,6,FALSE,FALSE,FALSE
"GENE1297","GENE1297_HUMAN","P84641","Protein GENE1297",0.6688,1,0.920848,0,0.0358,5,4,FALSE,FALSE,FALSE
"GENE1824","GENE1824_HUMAN","P96410","Protein GENE1824",-0.2862,1,0.616708,0,0.2099,5,5,FALSE,FALSE,FALSE
"GENE0916","GENE0916_HUMAN","P51256","Protein GENE0916",0.7179,1,0.71955,0,0.1429,5,5,FALSE,TRUE,FALSE
"GENE0116","GENE0116_HUMAN","P80073","Protein GENE0116",0.7816,0.077304,0.032284,0.829,1.491,4,3,FALSE,FALSE,TRUE
"GENE2869","GENE2869_HUMAN","P13983","Protein GENE2869",0.0759,0.833334,0.246445,0.2681,0.6083,3,3,FALSE,FALSE,FALSE
"GENE1204","GENE1204_HUMAN","P80905","Protein GENE1204",-0.2537,0.352742,0.303461,0,0.5179,2,5,FALSE,FALSE,FALSE
"GENE1732","GENE1732_HUMAN","P55244","Protein GENE1732",0.0939,1,0.383027,0.0125,0.4168,2,3,FALSE,FALSE,FALSE
"GENE1326","GENE1326_HUMAN","P30900","Protein GENE1326",1.0736,0.058741,0.030348,1.4199,1.5179,4,5,FALSE,FALSE,TRUE
"GENE0804","GENE0804_HUMAN","P43737","Protein GENE0804",0.4531,1,0.986305,0,0.006,6,3,FALSE,FALSE,FALSE
"GENE0682","GENE0682_HUMAN","P84278","Protein GENE0682",-0.7223,1,0.952643,0,0.0211,5,2,FALSE,FALSE,FALSE
"GENE0407","GENE0407_HUMAN","P09046","Protein GENE0407",-0.4927,1,0.642748,0,0.192,3,4,FALSE,FALSE,FALSE
"GENE1217","GENE1217_HUMAN","P60340","Protein GENE1217",0.6007,1,0.921545,0,0.0355,2,3,FALSE,FALSE,FALSE
"GENE1488","GENE1488_HUMAN","P89526","Protein GENE1488",-0.0734,0.553054,0.237142,0.1809,0.625,5,4,FALSE,FALSE,FALSE
"GENE0518","GENE0518_HUMAN","P34210","Protein GENE0518",1.4785,0.025289,0.016595,1.1129,1.78,6,4,FALSE,FALSE,TRUE
"GENE0514","GENE0514_HUMAN","P29321","Protein GENE0514",0.1803,1,0.708123,0,0.1499,4,5,FALSE,FALSE,FALSE
"GENE2639","GENE2639_HUMAN","P83574","Protein GENE2639",0.1471,1,0.562164,0,0.2501,4,4,FALSE,FALSE,FALSE
"GENE2234","GENE2234_HUMAN","P74926","Protein GENE2234",-0.1806,0.445242,0.256761,0.2077,0.5905,2,5,FALSE,FALSE,FALSE
"GENE2664","GENE2664_HUMAN","P45728","Protein GENE2664",0.6085,0.09858,0.03497,1.4484,1.4563,2,4,FALSE,TRUE,TRUE
"GENE1116","GENE1116_HUMAN","P77589","Protein GENE1116",0.6875,1,0.27823,0.3657,0.5556,6,5,FALSE,FALSE,FALSE
"GENE1041","GENE1041_HUMAN","P96365","Protein GENE1041",-0.2248,0.301647,0.120315,0.3414,0.9197,5,3,TRUE,FALSE,FALSE
"GENE1315","GENE1315_HUMAN","P40749","Protein GENE1315",-0.5679,1,0.992352,0,0.0033,3,4,TRUE,FALSE,FALSE
"GENE1100","GENE1100_HUMAN","P74580","Protein GENE1100",-0.2411,0.32937,0.292758,0.4026,0.5335,5,2,FALSE,TRUE,FALSE
"GENE0815","GENE0815_HUMAN","P34798","Protein GENE0815",0.0345,0.372946,0.210839,0.312,0.676,4,2,FALSE,FALSE,FALSE
"GENE2629","GENE2629_HUMAN","P72127","Protein GENE2629",-3.2768,0.005059,0.003221,1.9653,2.4921,6,3,TRUE,FALSE,TRUE
"GENE2019","GENE2019_HUMAN","P21307","Protein GENE2019",-0.0979,1,0.727999,0,0.1379,3,2,FALSE,FALSE,FALSE
"GENE0572","GENE0572_HUMAN","P25035","Protein GENE0572",0.3429,0.958388,0.267033,0.3689,0.5734,6,3,FALSE,FALSE,FALSE
"GENE0063","GENE0063_HUMAN","P06786","Protein GENE0063",0.14,1,0.885227,0,0.0529,3,6,FALSE,FALSE,FALSE
"GENE2457","GENE2457_HUMAN","P37858","Protein GENE2457",0.12,1,0.620029,0,0.2076,2,5,FALSE,FALSE,FALSE
"GENE2829","GENE2829_HUMAN","P77832","Protein GENE2829",0.1727,0.834363,0.258428,0.3975,0.5877,5,5,FALSE,FALSE,FALSE
"GENE0261","GENE0261_HUMAN","P55847","Protein GENE0261",0.6765,1,0.369157,0,0.4328,4,2,FALSE,FALSE,FALSE
"GENE2421","GENE2421_HUMAN","P64526","Protein GENE2421",0.8198,0.424456,0.159542,0.1436,0.7971,2,6,FALSE,FALSE,FALSE
"GENE1120","GENE1120_HUMAN","P12613","Protein GENE1120",-0.6784,0.147316,0.107612,0.7212,0.9681,6,5,FALSE,FALSE,FALSE
"GENE2790","GENE2790_HUMAN","P86728","Protein GENE2790",-3.1514,0.001888,0.000403,2.7991,3.3942,6,2,FALSE,FALSE,TRUE
"GENE2900","GENE2900_HUMAN","P61585","Protein GENE2900",0.6272,0.619838,0.17612,0.7102,0.7542,5,3,FALSE,FALSE,FALSE
"GENE2060","GENE2060_HUMAN","P20267","Protein GENE2060",0.7229,0.192382,0.045604,0.9443,1.341,3,6,FALSE,FALSE,TRUE
"GENE0589","GENE0589_HUMAN","P22950","Protein GENE0589",-0.4463,1,0.902107,0,0.0447,5,6,FALSE,FALSE,FALSE
"GENE2844","GENE2844_HUMAN","P04805","Protein GENE2844",-0.402,1,0.940646,0,0.0266,3,2,FALSE,FALSE,FALSE
"GENE0129","GENE0129_HUMAN","P98422","Protein GENE0129",-0.0633,0.906183,0.187186,0.1045,0.7277,5,4,TRUE,FALSE,FALSE
"GENE0323","GENE0323_HUMAN","P00445","Protein GENE0323",-0.0888,1,0.881767,0,0.0546,3,2,FALSE,FALSE,FALSE
"GENE0853","GENE0853_HUMAN","P03258","Protein GENE0853",-0.5487,0.63016,0.289036,0.0987,0.539,5,2,FALSE,FALSE,FALSE
"GENE0790","GENE0790_HUMAN","P83437","Protein GENE0790",0.5659,1,0.618614,0,0.2086,4,2,FALSE,FALSE,FALSE
"GENE1275","GENE1275_HUMAN","P72742","Protein GENE1275",-2.0222,0.028728,0.019517,1.1411,1.7096,3,5,TRUE,FALSE,TRUE
"GENE2154","GENE2154_HUMAN","P41470","Protein GENE2154",0.2377,1,0.669923,0,0.174,6,3,FALSE,FALSE,FALSE
"GENE1142","GENE1142_HUMAN","P26909","Protein GENE1142",0.2523,1,0.706216,0.0169,0.1511,6,5,FALSE,FALSE,FALSE
"GENE1212","GENE1212_HUMAN","P82808","Protein GENE1212",-0.5685,0.617889,0.263775,0,0.5788,5,6,FALSE,FALSE,FALSE
"GENE1136","GENE1136_HUMAN","P55270","Protein GENE1136",-0.1567,0.772828,0.244638,0.1683,0.6115,5,2,FALSE,FALSE,FALSE
"GENE0369","GENE0369_HUMAN","P72722","Protein GENE0369",1.5417,0.019835,0.009061,1.5117,2.0428,6,4,FALSE,FALSE,TRUE
"GENE1567","GENE1567_HUMAN","P57152","Protein GENE1567",-0.1571,1,0.570868,0,0.2435,4,6,FALSE,FALSE,FALSE
"GENE0421","GENE0421_HUMAN","P38902","Protein GENE0421",-0.0983,1,0.912501,0,0.0398,3,6,FALSE,FALSE,FALSE
"GENE1366","GENE1366_HUMAN","P35001","Protein GENE1366",-0.3559,1,0.715223,0,0.1456,5,4,FALSE,FALSE,FALSE
"GENE2539","GENE2539_HUMAN","P63774","Protein GENE2539",0.1938,0.285132,0.122893,0.3221,0.9105,5,5,FALSE,FALSE,FALSE
"GENE0245","GENE0245_HUMAN","P92003","Protein GENE0245",-0.0084,1,0.55289,0.0203,0.2574,5,4,FALSE,FALSE,FALSE
"GENE1751","GENE1751_HUMAN","P13496","Protein GENE1751",0.0222,1,0.490076,0.0977,0.3097,4,2,FALSE,FALSE,FALSE
"GENE2169","GENE2169_HUMAN","P20332","Protein GENE2169",-1.1888,0.459855,0.364236,0.4323,0.4386,3,4,FALSE,FALSE,FALSE
"MED23","MED23_HUMAN","P23599","Protein MED23",0.2315,1,0.826667,0,0.0827,6,2,FALSE,FALSE,FALSE
"GENE2735","GENE2735_HUMAN","P14048","Protein GENE2735",0.1565,0.285379,0.217243,0,0.6631,2,3,FALSE,FALSE,FALSE
"GENE0110","GENE0110_HUMAN","P29470","Protein GENE0110",0.036,1,0.356004,0.0338,0.4485,3,2,FALSE,FALSE,FALSE
"GENE2122","GENE2122_HUMAN","P48463","Protein GENE2122",-0.0755,1,0.364775,0.0169,0.438,5,5,FALSE,FALSE,FALSE
"GENE2368","GENE2368_HUMAN","P92575","Protein GENE2368",-4.1835,0.076551,0.026858,1.0943,1.5709,2,6,FALSE,FALSE,TRUE
"GENE2246","GENE2246_HUMAN","P80556","Protein GENE2246",0.4726,1,0.817206,0,0.0877,2,6,FALSE,FALSE,FALSE
"GENE1594","GENE1594_HUMAN","P03828","Protein GENE1594",-0.5897,0.308414,0.117137,0.325,0.9313,3,5,FALSE,FALSE,FALSE
"GENE1649","GENE1649_HUMAN","P62439","Protein GENE1649",-0.1545,1,0.880297,0,0.0554,4,5,FALSE,TRUE,FALSE
"GENE1534","GENE1534_HUMAN","P04520","Protein GENE1534",-1.0865,0.027984,0.006323,1.709,2.199,4,6,FALSE,FALSE,TRUE
"GENE1163","GENE1163_HUMAN","P53045","Protein GENE1163",0.2644,0.213321,0.151923,0.2773,0.8184,2,4,FALSE,FALSE,FALSE
"GENE1528","GENE1528_HUMAN","P42671","Protein GENE1528",0.1458,1,0.796636,0,0.0987,6,4,FALSE,FALSE,FALSE
"GENE2603","GENE2603_HUMAN","P64395","Protein GENE2603",0.0499,1,0.907891,0,0.042,3,6,FALSE,FALSE,FALSE
"GENE2503","GENE2503_HUMAN","P50933","Protein GENE2503",4.3451,0.017525,0.005654,1.9017,2.2477,3,6,FALSE,FALSE,TRUE
"GENE2084","GENE2084_HUMAN","P46030","Protein GENE2084",0.315,0.819148,0.427235,0.2466,0.3693,5,2,FALSE,FALSE,FALSE
"GENE1535","GENE1535_HUMAN","P37596","Protein GENE1535",-0.1649,1,0.897807,0.0043,0.0468,4,3,FALSE,TRUE,FALSE
"GENE1224","GENE1224_HUMAN","P73108","Protein GENE1224",0.1489,1,0.711109,0,0.1481,3,3,FALSE,FALSE,FALSE
"GENE1965","GENE1965_HUMAN","P37454","Protein GENE1965",-0.8465,1,0.712939,0,0.1469,6,2,TRUE,FALSE,FALSE
"GENE1689","GENE1689_HUMAN","P64427","Protein GENE1689",-0.4136,1,0.56314,0,0.2494,3,6,FALSE,FALSE,FALSE
"GENE1196","GENE1196_HUMAN","P20735","Protein GENE1196",0.2467,1,0.968784,0,0.0138,6,4,FALSE,FALSE,FALSE
"GENE0552","GENE0552_HUMAN","P00637","Protein GENE0552",0.1694,0.83592,0.735231,0,0.1336,2,5,FALSE,FALSE,FALSE
"GENE2013","GENE2013_HUMAN","P17165","Protein GENE2013",-0.4119,0.370946,0.156793,0.7465,0.8047,5,3,FALSE,FALSE,FALSE
"GENE1942","GENE1942_HUMAN","P00167","Protein GENE1942",0.4443,0.945691,0.261045,0,0.5833,3,3,FALSE,FALSE,FALSE
"GENE1604","GENE1604_HUMAN","P70520","Protein GENE1604",3.5225,0.027093,0.02297,1.256,1.6388,5,5,FALSE,FALSE,TRUE
"GENE0397","GENE0397_HUMAN","P63874","Protein GENE0397",-0.5237,1,0.849451,0,0.0709,4,2,TRUE,FALSE,FALSE
"GENE1299","GENE1299_HUMAN","P01884","Protein GENE1299",1.6448,0.088627,0.044408,0.8669,1.3525,3,6,FALSE,FALSE,TRUE
"GENE0631","GENE0631_HUMAN","P87380","Protein GENE0631",-0.2057,1,0.957305,0,0.0189,2,3,FALSE,FALSE,FALSE
"GENE0185","GENE0185_HUMAN","P67032","Protein GENE0185",0.6681,1,0.993535,0,0.0028,5,5,FALSE,FALSE,FALSE
"GENE2480","GENE2480_HUMAN","P46387","Protein GENE2480",0.1555,0.440895,0.197466,0.5317,0.7045,6,4,FALSE,FALSE,FALSE
"GENE0164","GENE0164_HUMAN","P28593","Protein GENE0164",0.6359,0.877946,0.652399,0,0.1855,3,5,FALSE,FALSE,FALSE
"GENE0305","GENE0305_HUMAN","P51086","Protein GENE0305",0.2463,0.296898,0.08763,0.5692,1.0573,5,3,FALSE,FALSE,FALSE
"GENE1685","GENE1685_HUMAN","P10796","Protein GENE1685",0.0702,0.25517,0.239287,0.1361,0.6211,2,5,FALSE,FALSE,FALSE
"GENE1199","GENE1199_HUMAN","P85614","Protein GENE1199",0.5168,1,0.907087,0,0.0424,6,5,FALSE,FALSE,FALSE
"GENE2732","GENE2732_HUMAN","P88946","Protein GENE2732",0.0382,0.976024,0.225735,0.2609,0.6464,4,6,TRUE,FALSE,FALSE
"GENE2344","GENE2344_HUMAN","P51758","Protein GENE2344",2.6308,0.063118,0.029602,1.2259,1.5287,5,4,FALSE,TRUE,TRUE
"GENE0566","GENE0566_HUMAN","P92978","Protein GENE0566",-0.5748,1,0.531576,0,0.2744,6,3,FALSE,FALSE,FALSE
"GENE1511","GENE1511_HUMAN","P65269","Protein GENE1511",-0.2523,0.7637,0.544795,0.0661,0.2638,6,2,FALSE,FALSE,FALSE
"GENE0738","GENE0738_HUMAN","P27798","Protein GENE0738",1.2011,0.007131,0.002028,2.0565,2.693,4,4,FALSE,FALSE,TRUE
"GENE2875","GENE2875_HUMAN","P84294","Protein GENE2875",-0.4084,1,0.969271,0,0.0136,4,6,FALSE,FALSE,FALSE
"GENE0919","GENE0919_HUMAN","P69998","Protein GENE0919",-0.27,0.528303,0.166249,0.627,0.7792,4,6,FALSE,TRUE,FALSE
"GENE2389","GENE2389_HUMAN","P05425","Protein GENE2389",-0.4818,1,0.454066,0.2799,0.3429,4,5,FALSE,FALSE,FALSE
"ASCC2","ASCC2_HUMAN","P54329","Protein ASCC2",-0.6651,1,0.338017,0.007,0.4711,6,5,FALSE,FALSE,FALSE
"GENE2549","GENE2549_HUMAN","P01158","Protein GENE2549",0.2585,1,0.915981,0,0.0381,3,6,TRUE,FALSE,FALSE
"GENE2883","GENE2883_HUMAN","P82496","Protein GENE2883",0.1415,1,0.220472,0.3231,0.6566,3,4,FALSE,FALSE,FALSE
