"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0199","GENE0199_HUMAN","P91243","Protein GENE0199",0.1111,0.931148,0.367745,0.1026,0.4345,5,2,FALSE,TRUE,FALSE
"GENE0979","GENE0979_HUMAN","P20142","Protein GENE0979",0.7844,0.953073,0.517782,0,0.2859,3,6,FALSE,FALSE,FALSE
"GENE2069","GENE2069_HUMAN","P06834","Protein GENE2069",-0.4947,0.494491,0.175738,0.2889,0.7551,4,4,FALSE,FALSE,FALSE
"GENE0971","GENE0971_HUMAN","P49153","Protein GENE0971",0.112,0.260198,0.118537,0.3861,0.9261,4,5,FALSE,FALSE,FALSE
"GENE1574","GENE1574_HUMAN","P42489","Protein GENE1574",-0.8691,0.437372,0.19535,0.3233,0.7092,3,5,FALSE,FALSE,FALSE
"GENE1353","GENE1353_HUMAN","P44714","Protein GENE1353",0.1694,0.395077,0.277256,0.1895,0.5571,4,4,FALSE,FALSE,FALSE
"GENE1140","GENE1140_HUMAN","P55883","Protein GENE1140",0.0241,0.444984,0.171544,0.1769,0.7656,4,2,FALSE,FALSE,FALSE
"GENE1594","GENE1594_HUMAN","P22812","Protein GENE1594",-0.0997,1,0.390607,0,0.4083,3,6,FALSE,FALSE,FALSE
"GENE2361","GENE2361_HUMAN","P49138","Protein GENE2361",0.2201,0.972365,0.247174,0.3776,0.607,3,6,FALSE,FALSE,FALSE
"GENE1844","GENE1844_HUMAN","P96492","Protein GENE1844",0.1646,0.292364,0.080156,0.4589,1.0961,6,4,FALSE,FALSE,FALSE
"GENE1073","GENE1073_HUMAN","P35400","Protein GENE1073",0.3884,1,0.946081,0,0.0241,2,6,FALSE,TRUE,FALSE
"GENE0077","GENE0077_HUMAN","P44819","Protein GENE0077",-3.4502,0.006775,0.002162,1.9882,2.6651,3,5,FALSE,FALSE,TRUE
"GENE0244","GENE0244_HUMAN","P55699","Protein GENE0244",-0.1712,1,0.309883,0.0229,0.5088,5,2,FALSE,TRUE,FALSE
"GENE0913","GENE0913_HUMAN","P58829","Protein GENE0913",0.4551,1,0.384731,0,0.4148,5,2,FALSE,FALSE,FALSE
"GENE2452","GENE2452_HUMAN","P67303","Protein GENE2452",-0.1112,0.317763,0.143111,0.7687,0.8443,6,6,FALSE,FALSE,FALSE
"GENE0812","GENE0812_HUMAN","P26711","Protein GENE0812",-0.0206,0.433081,0.292826,0,0.5334,6,3,TRUE,FALSE,FALSE
"GENE0818","GENE0818_HUMAN","P46089","Protein GENE0818",-0.7506,0.610753,0.122531,0.7192,0.9118,5,2,FALSE,FALSE,FALSE
"GENE0408","GENE0408_HUMAN","P52681","Protein GENE0408",-0.6722,0.996561,0.235875,0.0197,0.6273,4,2,FALSE,FALSE,FALSE
"GENE2862","GENE2862_HUMAN","P44922","Protein GENE2862",0.1497,0.177888,0.065043,0.4974,1.1868,3,2,FALSE,FALSE,FALSE
"GENE2242","GENE2242_HUMAN","P56730","Protein GENE2242",0.343,1,0.567364,0.1214,0.2461,6,6,FALSE,FALSE,FALSE
"GENE2832","GENE2832_HUMAN","P90288","Protein GENE2832",-0.2671,0.398915,0.084704,0.5465,1.0721,3,3,FALSE,FALSE,FALSE
"GENE2315","GENE2315_HUMAN","P71853","Protein GENE2315",-2.1157,0.154313,0.0408,1.2102,1.3893,5,4,FALSE,FALSE,TRUE
"GENE1967","GENE1967_HUMAN","P13513","Protein GENE1967",-0.3293,1,0.991264,0,0.0038,6,4,FALSE,FALSE,FALSE
"GENE2348","GENE2348_HUMAN","P08426","Protein GENE2348",0.0906,1,0.867984,0,0.0615,2,6,FALSE,FALSE,FALSE
"GENE2521","GENE2521_HUMAN","P40544","Protein GENE2521",0.2444,1,0.671599,0,0.1729,6,3,FALSE,FALSE,FALSE
"GENE1716","GENE1716_HUMAN","P46405","Protein GENE1716",0.7094,1,0.495129,0.0507,0.3053,6,4,FALSE,FALSE,FALSE
"GENE2810","GENE2810_HUMAN","P81773","Protein GENE2810",0.1121,1,0.485239,0,0.314,4,2,FALSE,TRUE,FALSE
"GENE0787","GENE0787_HUMAN","P65882","Protein GENE0787",-0.1107,0.359512,0.24704,0.527,0.6072,4,5,FALSE,FALSE,FALSE
"GENE0711","GENE0711_HUMAN","P92684","Protein GENE0711",-0.6059,1,0.980463,0,0.0086,3,4,FALSE,FALSE,FALSE
"GENE0326","GENE0326_HUMAN","P09978","Protein GENE0326",-0.0913,1,0.719165,0,0.1432,3,3,FALSE,FALSE,FALSE
"GENE2428","GENE2428_HUMAN","P93534","Protein GENE2428",-0.4591,1,0.629174,0,0.2012,3,4,FALSE,FALSE,FALSE
"GENE2418","GENE2418_HUMAN","P21661","Protein GENE2418",0.0987,1,0.803126,0,0.0952,2,4,FALSE,TRUE,FALSE
"GENE2399","GENE2399_HUMAN","P74108","Protein GENE2399",0.3536,0.562774,0.324735,0.0813,0.4885,2,3,FALSE,FALSE,FALSE
"GENE1611","GENE1611_HUMAN","P70484","Protein GENE1611",-0.0674,1,0.55547,0,0.2553,4,4,FALSE,FALSE,FALSE
"GENE1723","GENE1723_HUMAN","P72421","Protein GENE1723",0.0487,1,0.954181,0,0.0204,6,2,FALSE,FALSE,FALSE
"GENE2660","GENE2660_HUMAN","P92267","Protein GENE2660",-0.5063,0.894004,0.236259,0.0554,0.6266,5,3,FALSE,TRUE,FALSE
"GENE2425","GENE2425_HUMAN","P27006","Protein GENE2425",-0.1963,1,0.8027,0,0.0954,4,6,FALSE,FALSE,FALSE
"GENE0167","GENE0167_HUMAN","P30311","Protein GENE0167",0.0855,0.073705,0.063692,0.5902,1.1959,6,4,FALSE,FALSE,FALSE
"GENE0627","GENE0627_HUMAN","P32635","Protein GENE0627",-0.0528,0.918308,0.470861,0,0.3271,3,5,FALSE,FALSE,FALSE
"GENE2436","GENE2436_HUMAN","P41420","Protein GENE2436",0.432,0.840884,0.496752,0,0.3039,6,5,FALSE,FALSE,FALSE
"GENE0437","GENE0437_HUMAN","P17399","Protein GENE0437",-0.1927,0.857631,0.282987,0.0508,0.5482,4,4,FALSE,FALSE,FALSE
"GENE0663","GENE0663_HUMAN","P15050","Protein GENE0663",0.1979,1,0.849017,0,0.0711,2,6,FALSE,FALSE,FALSE
"GENE0249","GENE0249_HUMAN","P80240","Protein GENE0249",-0.2462,0.529478,0.492643,0.0599,0.3075,3,5,FALSE,FALSE,FALSE
"GENE0967","GENE0967_HUMAN","P40245","Protein GENE0967",-0.0653,1,0.858062,0,0.0665,3,6,FALSE,FALSE,FALSE
"GENE1475","GENE1475_HUMAN","P41360","Protein GENE1475",-0.4084,0.575399,0.476642,0.1208,0.3218,5,6,FALSE,FALSE,FALSE
"GENE0648","GENE0648_HUMAN","P44445","Protein GENE0648",0.8462,1,0.55278,0,0.2574,2,5,FALSE,FALSE,FALSE
"GENE2079","GENE2079_HUMAN","P29640","Protein GENE2079",-2.9666,0.125269,0.032795,1.1492,1.4842,3,5,FALSE,FALSE,TRUE
"GENE1084","GENE1084_HUMAN","P29742","Protein GENE1084",-3.9605,0.165487,0.039195,0.7272,1.4068,3,5,FALSE,FALSE,TRUE
"GENE2869","GENE2869_HUMAN","P14064","Protein GENE2869",-0.0822,0.699071,0.67333,0,0.1718,4,6,FALSE,FALSE,FALSE
"GENE0409","GENE0409_HUMAN","P04860","Protein GENE0409",-0.1558,0.787719,0.707648,0,0.1502,5,6,FALSE,FALSE,FALSE
"GENE2123","GENE2123_HUMAN","P50518","Protein GENE2123",-0.5496,0.22276,0.07323,0.5853,1.1353,2,5,FALSE,FALSE,FALSE
"GENE1379","GENE1379_HUMAN","P46124","Protein GENE1379",0.2266,0.749901,0.291725,0,0.535,6,4,FALSE,FALSE,FALSE
"GENE1873","GENE1873_HUMAN","P80097","Protein GENE1873",-0.1422,1,0.983451,0,0.0072,2,4,FALSE,FALSE,FALSE
"GENE1256","GENE1256_HUMAN","P90689","Protein GENE1256",0.5154,1,0.995817,0,0.0018,6,3,FALSE,FALSE,FALSE
"GENE1120","GENE1120_HUMAN","P90498","Protein GENE1120",-0.5614,1,0.523303,0,0.2812,6,5,FALSE,FALSE,FALSE
"GENE2443","GENE2443_HUMAN","P54913","Protein GENE2443",0.3256,1,0.830658,0,0.0806,2,4,FALSE,FALSE,FALSE
"GENE2485","GENE2485_HUMAN","P58398","Protein GENE2485",-0.2321,1,0.436155,0.0853,0.3604,5,6,TRUE,TRUE,FALSE
"GENE1512","GENE1512_HUMAN","P57786","Protein GENE1512",-0.2609,1,0.884368,0,0.0534,5,5,FALSE,FALSE,FALSE
"GENE0220","GENE0220_HUMAN","P30708","Protein GENE0220",0.2096,1,0.54,0,0.2676,6,3,FALSE,FALSE,FALSE
"GENE2118","GENE2118_HUMAN","P72453","Protein GENE2118",0.1423,1,0.901704,0,0.0449,6,2,FALSE,FALSE,FALSE
"GENE0769","GENE0769_HUMAN","P75211","Protein GENE0769",-0.3525,1,0.435677,0,0.3608,3,2,FALSE,FALSE,FALSE
"GENE0096","GENE0096_HUMAN","P60703","Protein GENE0096",0.6041,1,0.608608,0,0.2157,3,6,FALSE,FALSE,FALSE
"GENE0274","GENE0274_HUMAN","P51894","Protein GENE0274",-3.6648,0.069092,0.024536,1.5576,1.6102,2,6,FALSE,FALSE,TRUE
"GENE2569","GENE2569_HUMAN","P24565","Protein GENE2569",0.278,1,0.657133,0,0.1823,2,2,FALSE,FALSE,FALSE
"GENE0128","GENE0128_HUMAN","P78097","Protein GENE0128",-0.1571,1,0.521242,0,0.283,5,5,FALSE,FALSE,FALSE
"GENE1928","GENE1928_HUMAN","P33545","Protein GENE1928",0.5578,1,0.819596,0,0.0864,5,5,FALSE,FALSE,FALSE
"GENE2245","GENE2245_HUMAN","P22955","Protein GENE2245",0.6638,1,0.484286,0,0.3149,4,6,FALSE,FALSE,FALSE
"GENE1662","GENE1662_HUMAN","P68464","Protein GENE1662",0.1473,1,0.830083,0,0.0809,5,3,FALSE,FALSE,FALSE
"GENE1816","GENE1816_HUMAN","P15359","Protein GENE1816",-0.1816,1,0.616488,0,0.2101,5,6,FALSE,FALSE,FALSE
"GENE1884","GENE1884_HUMAN","P34624","Protein GENE1884",0.2763,1,0.75891,0,0.1198,4,3,TRUE,FALSE,FALSE
"GENE0248","GENE0248_HUMAN","P50442","Protein GENE0248",-0.1633,1,0.986222,0,0.006,5,2,FALSE,FALSE,FALSE
"GENE2842","GENE2842_HUMAN","P68869","Protein GENE2842",0.9243,0.60448,0.5874,0,0.2311,4,6,FALSE,FALSE,FALSE
"GENE0242","GENE0242_HUMAN","P00961","Protein GENE0242",0.0907,0.196443,0.159959,0.6537,0.796,4,2,FALSE,FALSE,FALSE
"GENE1207","GENE1207_HUMAN","P88020","Protein GENE1207",-0.3094,0.780915,0.369196,0.0426,0.4327,2,6,FALSE,FALSE,FALSE
"GENE0183","GENE0183_HUMAN","P79359","Protein GENE0183",-4.2749,0.001314,0.00061,2.8984,3.2144,5,3,FALSE,FALSE,TRUE
"GENE1546","GENE1546_HUMAN","P59589","Protein GENE1546",-0.2717,1,0.999708,0,1e-04,4,4,FALSE,FALSE,FALSE
"GENE1249","GENE1249_HUMAN","P17788","Protein GENE1249",0.0032,1,0.91664,0,0.0378,3,4,FALSE,FALSE,FALSE
"GENE2466","GENE2466_HUMAN","P68956","Protein GENE2466",-0.055,1,0.75551,0,0.1218,2,6,FALSE,TRUE,FALSE
"GENE0635","GENE0635_HUMAN","P17832","Protein GENE0635",0.6014,0.008677,0.005094,1.8843,2.2929,6,4,FALSE,FALSE,TRUE
"GENE0194","GENE0194_HUMAN","P20270","Protein GENE0194",-0.5651,0.870836,0.202165,0.2673,0.6943,3,5,FALSE,FALSE,FALSE
"GENE2174","GENE2174_HUMAN","P13809","Protein GENE2174",0.7484,1,0.488566,0,0.3111,4,2,FALSE,FALSE,FALSE
"GENE1302","GENE1302_HUMAN","P84266","Protein GENE1302",0.1236,0.430413,0.128652,0.1925,0.8906,3,6,FALSE,FALSE,FALSE
"GENE2591","GENE2591_HUMAN","P19541","Protein GENE2591",-0.3665,1,0.856441,0,0.0673,3,2,FALSE,FALSE,FALSE
"GENE1695","GENE1695_HUMAN","P23925","Protein GENE1695",0.2793,1,0.807144,0,0.093,3,5,FALSE,FALSE,FALSE
"GENE2251","GENE2251_HUMAN","P28098","Protein GENE2251",-0.0718,0.327524,0.2742,0,0.5619,5,3,FALSE,FALSE,FALSE
"PPP6R1","PPP6R1_HUMAN","P14012","Protein PPP6R1",0.9596,0.058158,0.032097,1.198,1.4935,6,6,FALSE,FALSE,TRUE
"GENE2454","GENE2454_HUMAN","P06417","Protein GENE2454",-0.1709,1,0.650497,0.1016,0.1868,5,5,FALSE,TRUE,FALSE
"GENE1682","GENE1682_HUMAN","P82596","Protein GENE1682",0.1661,0.513993,0.126042,0.2581,0.8995,3,4,FALSE,FALSE,FALSE
"GENE2318","GENE2318_HUMAN","P27612","Protein GENE2318",-0.0275,1,0.880246,0,0.0554,5,3,FALSE,TRUE,FALSE
"GENE0202","GENE0202_HUMAN","P58237","Protein GENE0202",0.7924,1,0.774083,0,0.1112,4,2,FALSE,FALSE,FALSE
"GENE1875","GENE1875_HUMAN","P71222","Protein GENE1875",0.347,1,0.83586,0,0.0779,6,2,FALSE,FALSE,FALSE
"GENE0407","GENE0407_HUMAN","P68278","Protein GENE0407",-0.0424,0.965273,0.413805,0,0.3832,4,2,TRUE,FALSE,FALSE
"GENE1374","GENE1374_HUMAN","P83162","Protein GENE1374",-0.5411,1,0.674404,0.1012,0.1711,5,4,FALSE,FALSE,FALSE
"GENE1372","GENE1372_HUMAN","P53816","Protein GENE1372",0.2787,0.896947,0.733077,0,0.1349,2,4,FALSE,FALSE,FALSE
"GENE0136","GENE0136_HUMAN","P91963","Protein GENE0136",0.0561,0.152121,0.072814,0.6851,1.1378,3,4,FALSE,FALSE,FALSE
"GENE2243","GENE2243_HUMAN","P67534","Protein GENE2243",-0.0846,0.254019,0.150283,0.5642,0.8231,4,2,FALSE,FALSE,FALSE
"GENE0547","GENE0547_HUMAN","P32597","Protein GENE0547",-0.6033,1,0.594158,0,0.2261,6,4,FALSE,FALSE,FALSE
"GENE0824","GENE0824_HUMAN","P50549","Protein GENE0824",-0.2412,1,0.95605,0,0.0195,6,4,FALSE,TRUE,FALSE
"GENE1707","GENE1707_HUMAN","P19526","Protein GENE1707",0.1563,1,0.813139,0,0.0898,6,4,FALSE,TRUE,FALSE
"GENE0237","GENE0237_HUMAN","P07928","Protein GENE0237",-1.2763,0.280183,0.09204,0.8452,1.036,6,3,FALSE,FALSE,FALSE
"GENE1356","GENE1356_HUMAN","P84022","Protein GENE1356",-0.0887,0.166938,0.149401,0.8123,0.8256,4,4,FALSE,FALSE,FALSE
"GENE1615","GENE1615_HUMAN","P65041","Protein GENE1615",-0.3015,0.65671,0.48966,0.1084,0.3101,2,3,FALSE,FALSE,FALSE
"GENE2766","GENE2766_HUMAN","P18777","Protein GENE2766",0.5907,0.147375,0.138822,0.31,0.8575,3,5,FALSE,FALSE,FALSE
"GENE1614","GENE1614_HUMAN","P57638","Protein GENE1614",-0.5872,1,0.286585,0.1095,0.5427,2,2,FALSE,FALSE,FALSE
"GENE1964","GENE1964_HUMAN","P71567","Protein GENE1964",0.203,1,0.39727,0,0.4009,5,2,FALSE,FALSE,FALSE
"GENE0893","GENE0893_HUMAN","P58125","Protein GENE0893",0.481,1,0.982876,0,0.0075,3,3,FALSE,FALSE,FALSE
"GENE2544","GENE2544_HUMAN","P46142","Protein GENE2544",2.4551,0.113522,0.03079,0.8689,1.5116,4,6,FALSE,FALSE,TRUE
"GENE1796","GENE1796_HUMAN","P91290","Protein GENE1796",0.3016,0.198897,0.073264,0.4661,1.1351,3,5,FALSE,FALSE,FALSE
"GENE1025","GENE1025_HUMAN","P56752","Protein GENE1025",-0.1585,0.200494,0.082678,1.0002,1.0826,2,3,FALSE,FALSE,FALSE
"GENE0707","GENE0707_HUMAN","P42709","Protein GENE0707",-0.3916,1,0.925371,0,0.0337,3,6,FALSE,FALSE,FALSE
"GENE0924","GENE0924_HUMAN","P39154","Protein GENE0924",-0.145,1,0.627596,0.1451,0.2023,6,4,FALSE,FALSE,FALSE
"GENE2389","GENE2389_HUMAN","P17100","Protein GENE2389",3.2915,0.065337,0.016608,1.2809,1.7797,4,2,FALSE,TRUE,TRUE
"GENE1811","GENE1811_HUMAN","P63223","Protein GENE1811",0.4302,1,0.640599,0,0.1934,4,6,FALSE,FALSE,FALSE
"GENE1184","GENE1184_HUMAN","P90194","Protein GENE1184",-0.0509,1,0.807653,0,0.0928,2,3,FALSE,FALSE,FALSE
"GENE1141","GENE1141_HUMAN","P64002","Protein GENE1141",-0.046,0.228979,0.105146,0.8785,0.9782,5,5,TRUE,FALSE,FALSE
"GENE1281","GENE1281_HUMAN","P45695","Protein GENE1281",0.1007,0.861128,0.665286,0,0.177,2,3,FALSE,FALSE,FALSE
"GENE2442","GENE2442_HUMAN","P28807","Protein GENE2442",-0.2904,1,0.884091,0,0.0535,6,5,FALSE,FALSE,FALSE
"GENE1983","GENE1983_HUMAN","P46889","Protein GENE1983",-1.0811,0.674095,0.3017,0.2199,0.5204,5,2,FALSE,FALSE,FALSE
"GENE2659","GENE2659_HUMAN","P01185","Protein GENE2659",0.1047,0.139291,0.071178,0.5862,1.1477,3,3,TRUE,FALSE,FALSE
"GENE2732","GENE2732_HUMAN","P56020","Protein GENE2732",0.8,0.147099,0.079898,0.4014,1.0975,6,2,TRUE,FALSE,FALSE
"GENE0372","GENE0372_HUMAN","P08753","Protein GENE0372",-0.0547,1,0.533366,0.0774,0.273,2,2,FALSE,FALSE,FALSE
"GENE0888","GENE0888_HUMAN","P96664","Protein GENE0888",0.4192,0.292111,0.125302,0.5634,0.902,5,4,FALSE,TRUE,FALSE
"GENE0348","GENE0348_HUMAN","P28110","Protein GENE0348",-0.4253,0.779343,0.633008,0,0.1986,4,5,FALSE,TRUE,FALSE
"GENE1606","GENE1606_HUMAN","P78369","Protein GENE1606",-0.6703,1,0.739023,0,0.1313,3,4,FALSE,TRUE,FALSE
"GENE1986","GENE1986_HUMAN","P60931","Protein GENE1986",0.4006,0.230981,0.075988,1.0708,1.1193,2,4,FALSE,FALSE,FALSE
"GPATCH1","GPATCH1_HUMAN","P85964","Protein GPATCH1",-0.756,1,0.526096,0,0.2789,4,6,FALSE,FALSE,FALSE
"GENE0655","GENE0655_HUMAN","P05077","Protein GENE0655",-0.5732,0.217795,0.082231,0.4252,1.085,6,2,FALSE,TRUE,FALSE
"GENE1029","GENE1029_HUMAN","P18322","Protein GENE1029",0.0417,0.71445,0.459514,0,0.3377,4,4,FALSE,FALSE,FALSE
"GENE2530","GENE2530_HUMAN","P19928","Protein GENE2530",-0.1349,0.689343,0.553728,0,0.2567,6,5,FALSE,FALSE,FALSE
"GENE2642","GENE2642_HUMAN","P19818","Protein GENE2642",0.1289,1,0.854741,0,0.0682,5,3,FALSE,FALSE,FALSE
"GENE0628","GENE0628_HUMAN","P87208","Protein GENE0628",0.0406,0.507536,0.281275,0.0304,0.5509,2,6,FALSE,FALSE,FALSE
"GENE2711","GENE2711_HUMAN","P88311","Protein GENE2711",-0.0952,1,0.947363,0,0.0235,2,6,FALSE,FALSE,FALSE
"GENE0058","GENE0058_HUMAN","P68000","Protein GENE0058",-0.5568,0.535686,0.275522,0.1245,0.5598,2,3,FALSE,TRUE,FALSE
"GENE2614","GENE2614_HUMAN","P28243","Protein GENE2614",0.0061,1,0.351094,0,0.4546,6,2,TRUE,FALSE,FALSE
"GENE0288","GENE0288_HUMAN","P16293","Protein GENE0288",-0.248,0.92086,0.628136,0,0.2019,2,4,FALSE,TRUE,FALSE
"GENE1340","GENE1340_HUMAN","P58693","Protein GENE1340",0.053,0.912816,0.55566,0.096,0.2552,2,4,FALSE,FALSE,FALSE
"GENE1780","GENE1780_HUMAN","P63161","Protein GENE1780",0.4075,0.642739,0.28297,0.4453,0.5483,5,2,FALSE,FALSE,FALSE
"GENE2581","GENE2581_HUMAN","P61147","Protein GENE2581",0.5213,1,0.467552,0,0.3302,5,6,FALSE,FALSE,FALSE
"GENE1440","GENE1440_HUMAN","P52656","Protein GENE1440",0.1741,1,0.637684,0,0.1954,6,2,FALSE,FALSE,FALSE
"GENE1697","GENE1697_HUMAN","P16624","Protein GENE1697",0.2773,1,0.612693,0,0.2128,3,4,FALSE,FALSE,FALSE
"GENE0583","GENE0583_HUMAN","P56245","Protein GENE0583",-0.2098,1,0.914019,0,0.039,3,4,TRUE,FALSE,FALSE
"GENE2566","GENE2566_HUMAN","P89174","Protein GENE2566",0.1888,1,0.833036,0,0.0793,3,5,FALSE,FALSE,FALSE
"GENE2117","GENE2117_HUMAN","P38927","Protein GENE2117",-0.1805,0.829362,0.565931,0,0.2472,2,2,FALSE,FALSE,FALSE
"GENE0587","GENE0587_HUMAN","P57395","Protein GENE0587",-0.182,1,0.889327,0,0.0509,2,6,FALSE,FALSE,FALSE
"GENE1257","GENE1257_HUMAN","P79318","Protein GENE1257",-0.7576,0.494114,0.40309,0,0.3946,5,6,FALSE,FALSE,FALSE
"GENE2743","GENE2743_HUMAN","P67045","Protein GENE2743",0.6356,1,0.711369,0,0.1479,6,2,FALSE,FALSE,FALSE
"GENE2141","GENE2141_HUMAN","P31963","Protein GENE2141",-0.5605,1,0.646766,0,0.1893,3,3,FALSE,FALSE,FALSE
"GENE0684","GENE0684_HUMAN","P46879","Protein GENE0684",0.3109,1,0.559596,0,0.2521,5,5,FALSE,FALSE,FALSE
"GENE2533","GENE2533_HUMAN","P37897","Protein GENE2533",-0.3001,0.314842,0.225861,0.2765,0.6462,3,5,FALSE,FALSE,FALSE
"GENE1625","GENE1625_HUMAN","P88344","Protein GENE1625",-0.4734,0.288075,0.227187,0.0707,0.6436,4,3,FALSE,FALSE,FALSE
"GENE0795","GENE0795_HUMAN","P70161","Protein GENE0795",-0.2786,1,0.766617,0,0.1154,4,3,FALSE,FALSE,FALSE
"GENE0174","GENE0174_HUMAN","P25370","Protein GENE0174",-0.0899,1,0.726057,0,0.139,5,3,FALSE,FALSE,FALSE
"GENE0822","GENE0822_HUMAN","P36385","Protein GENE0822",-0.0247,1,0.294191,0.2373,0.5314,3,3,FALSE,FALSE,FALSE
"GENE0975","GENE0975_HUMAN","P93582","Protein GENE0975",0.137,1,0.823344,0,0.0844,2,6,FALSE,FALSE,FALSE
"GENE2811","GENE2811_HUMAN","P32699","Protein GENE2811",-2.2748,0.070929,0.027581,1.3843,1.5594,6,6,FALSE,FALSE,TRUE
"GENE1457","GENE1457_HUMAN","P92121","Protein GENE1457",-0.2052,0.3942,0.139142,0.3781,0.8565,3,4,FALSE,FALSE,FALSE
"GENE1934","GENE1934_HUMAN","P61296","Protein GENE1934",-0.3636,1,0.479162,0,0.3195,4,2,FALSE,FALSE,FALSE
"GENE0620","GENE0620_HUMAN","P84995","Protein GENE0620",-0.3221,1,0.768947,0,0.1141,4,3,FALSE,FALSE,FALSE
"GENE1693","GENE1693_HUMAN","P12212","Protein GENE1693",-0.5528,1,0.856172,0,0.0674,2,4,FALSE,FALSE,FALSE
"GENE0338","GENE0338_HUMAN","P16406","Protein GENE0338",0.4429,1,0.645132,0.0904,0.1904,3,6,FALSE,FALSE,FALSE
