"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0568","GENE0568_HUMAN","P53129","Protein GENE0568",-0.0294,1,0.701118,0,0.1542,3,6,FALSE,FALSE,FALSE
"GENE1130","GENE1130_HUMAN","P58343","Protein GENE1130",3.6407,0.045149,0.019183,1.1572,1.7171,6,4,FALSE,FALSE,TRUE
"GENE0529","GENE0529_HUMAN","P64060","Protein GENE0529",0.1481,1,0.769169,0,0.114,2,2,FALSE,FALSE,FALSE
"GENE1558","GENE1558_HUMAN","P22433","Protein GENE1558",0.6958,0.147798,0.038291,1.3489,1.4169,2,5,FALSE,FALSE,TRUE
"GENE2299","GENE2299_HUMAN","P23049","Protein GENE2299",-1.1147,0.158921,0.043408,1.1758,1.3624,6,5,TRUE,FALSE,TRUE
"GENE1492","GENE1492_HUMAN","P01300","Protein GENE1492",0.0856,1,0.732239,0,0.1353,6,4,FALSE,TRUE,FALSE
"GENE2731","GENE2731_HUMAN","P97201","Protein GENE2731",0.2376,0.38318,0.156232,0.6823,0.8062,4,4,FALSE,FALSE,FALSE
"GENE0654","GENE0654_HUMAN","P66705","Protein GENE0654",0.2255,1,0.477542,0.0198,0.321,5,5,TRUE,TRUE,FALSE
"GENE0637","GENE0637_HUMAN","P83179","Protein GENE0637",-0.3109,1,0.486967,0,0.3125,3,5,FALSE,FALSE,FALSE
"GENE2539","GENE2539_HUMAN","P48566","Protein GENE2539",0.5696,0.306574,0.063082,0.9015,1.2001,4,5,FALSE,TRUE,FALSE
"GENE2898","GENE2898_HUMAN","P19107","Protein GENE2898",0.1771,0.358733,0.152039,0.1798,0.818,5,6,FALSE,FALSE,FALSE
"GENE1426","GENE1426_HUMAN","P89107","Protein GENE1426",2.7076,0.053378,0.038744,1.2702,1.4118,3,6,FALSE,TRUE,TRUE
"GENE2171","GENE2171_HUMAN","P55970","Protein GENE2171",0.192,0.723388,0.636919,0.0331,0.1959,2,6,FALSE,FALSE,FALSE
"GENE0852","GENE0852_HUMAN","P49322","Protein GENE0852",0.2229,1,0.886367,0,0.0524,3,4,FALSE,FALSE,FALSE
"GENE0828","GENE0828_HUMAN","P80450","Protein GENE0828",-0.8331,1,0.90857,0,0.0416,4,2,TRUE,FALSE,FALSE
"GENE1618","GENE1618_HUMAN","P88773","Protein GENE1618",-0.4842,0.66174,0.154728,0.1585,0.8104,5,2,FALSE,FALSE,FALSE
"GENE0640","GENE0640_HUMAN","P89533","Protein GENE0640",-0.1798,0.318741,0.083925,0.682,1.0761,3,4,FALSE,FALSE,FALSE
"GENE1772","GENE1772_HUMAN","P50615","Protein GENE1772",-3.9513,0.078849,0.02781,1.5169,1.5558,4,6,TRUE,FALSE,TRUE
"GENE2268","GENE2268_HUMAN","P14568","Protein GENE2268",-0.7099,0.302726,0.111867,0.3139,0.9513,3,4,FALSE,FALSE,FALSE
"GENE1816","GENE1816_HUMAN","P58645","Protein GENE1816",3.322,0.17107,0.040177,0.8771,1.396,5,5,FALSE,FALSE,TRUE
"GENE1065","GENE1065_HUMAN","P92512","Protein GENE1065",-1.0215,1,0.758357,0,0.1201,5,2,FALSE,FALSE,FALSE
"GENE1834","GENE1834_HUMAN","P99062","Protein GENE1834",0.2703,1,0.501115,0,0.3001,6,4,FALSE,FALSE,FALSE
"GENE1302","GENE1302_HUMAN","P23949","Protein GENE1302",-2.6439,0.12536,0.044557,1.3136,1.3511,2,3,FALSE,FALSE,TRUE
"GENE2365","GENE2365_HUMAN","P22635","Protein GENE2365",-0.1243,0.747807,0.241895,0.6064,0.6164,5,4,FALSE,FALSE,FALSE
"GENE0472","GENE0472_HUMAN","P72764","Protein GENE0472",-0.5833,0.551761,0.165057,0.5188,0.7824,4,6,FALSE,FALSE,FALSE
"GENE1269","GENE1269_HUMAN","P01393","Protein GENE1269",3.5121,0.157626,0.036291,0.8609,1.4402,4,5,FALSE,TRUE,TRUE
"GENE1420","GENE1420_HUMAN","P08690","Protein GENE1420",0.1628,1,0.7727,0,0.112,2,5,FALSE,FALSE,FALSE
"GENE1991","GENE1991_HUMAN","P74687","Protein GENE1991",-0.2308,0.8874,0.291511,0.2903,0.5353,3,4,FALSE,FALSE,FALSE
"GENE0035","GENE0035_HUMAN","P29303","Protein GENE0035",0.202,1,0.700075,0,0.1549,5,3,FALSE,FALSE,FALSE
"GENE2390","GENE2390_HUMAN","P06157","Protein GENE2390",0.1281,0.871275,0.234618,0.618,0.6296,5,3,FALSE,FALSE,FALSE
"GENE2151","GENE2151_HUMAN","P17361","Protein GENE2151",0.7102,1,0.629081,0,0.2013,2,5,FALSE,FALSE,FALSE
"GENE1395","GENE1395_HUMAN","P62525","Protein GENE1395",2.8711,0.026938,0.009398,1.6617,2.027,3,6,FALSE,FALSE,TRUE
"GENE2331","GENE2331_HUMAN","P97077","Protein GENE2331",-0.0034,1,0.593183,0,0.2268,4,2,FALSE,FALSE,FALSE
"GENE2758","GENE2758_HUMAN","P65959","Protein GENE2758",-0.8349,1,0.972981,0,0.0119,6,2,FALSE,FALSE,FALSE
"GENE0348","GENE0348_HUMAN","P89716","Protein GENE0348",-0.673,1,0.998087,0,8e-04,6,3,FALSE,TRUE,FALSE
"GENE2342","GENE2342_HUMAN","P74367","Protein GENE2342",-4.1786,0.040848,0.016047,1.1972,1.7946,5,5,FALSE,FALSE,TRUE
"GENE0610","GENE0610_HUMAN","P65925","Protein GENE0610",0.8101,0.206966,0.042073,1.0097,1.376,5,6,FALSE,FALSE,TRUE
"GENE2115","GENE2115_HUMAN","P67398","Protein GENE2115",-0.3061,0.891045,0.429102,0,0.3674,6,3,FALSE,FALSE,FALSE
"GENE1207","GENE1207_HUMAN","P01548","Protein GENE1207",4.494,0.027574,0.021249,1.3445,1.6727,2,5,FALSE,FALSE,TRUE
"GENE0181","GENE0181_HUMAN","P52730","Protein GENE0181",4.1005,0.018518,0.004931,2.001,2.3071,5,4,FALSE,FALSE,TRUE
"GENE2345","GENE2345_HUMAN","P49373","Protein GENE2345",-0.9666,1,0.745325,0,0.1277,6,5,FALSE,FALSE,FALSE
"GENE1109","GENE1109_HUMAN","P38831","Protein GENE1109",0.4509,1,0.685697,0,0.1639,4,4,FALSE,FALSE,FALSE
"GENE0474","GENE0474_HUMAN","P82068","Protein GENE0474",-0.9845,1,0.575473,0.2229,0.24,3,4,FALSE,FALSE,FALSE
"GENE1490","GENE1490_HUMAN","P80875","Protein GENE1490",-0.3859,1,0.906501,0,0.0426,2,2,FALSE,FALSE,FALSE
"GENE0513","GENE0513_HUMAN","P02731","Protein GENE0513",-0.4516,1,0.883023,0,0.054,4,6,FALSE,FALSE,FALSE
"GENE2532","GENE2532_HUMAN","P50101","Protein GENE2532",-0.1407,0.96855,0.944252,0,0.0249,5,6,FALSE,FALSE,FALSE
"GENE0784","GENE0784_HUMAN","P99923","Protein GENE0784",-0.48,0.765955,0.166426,0.341,0.7788,3,5,FALSE,FALSE,FALSE
"GENE1480","GENE1480_HUMAN","P93396","Protein GENE1480",0.6339,0.037925,0.014936,1.1295,1.8258,3,6,FALSE,TRUE,TRUE
"GENE1562","GENE1562_HUMAN","P75465","Protein GENE1562",-0.0539,1,0.958649,0,0.0183,3,6,FALSE,TRUE,FALSE
"GENE0703","GENE0703_HUMAN","P98252","Protein GENE0703",-0.4003,1,0.945476,0,0.0243,4,5,FALSE,FALSE,FALSE
"DHX30","DHX30_HUMAN","P34671","Protein DHX30",-1.3712,0.1701,0.034972,0.8072,1.4563,6,6,FALSE,FALSE,TRUE
"GENE1347","GENE1347_HUMAN","P46296","Protein GENE1347",0.6633,0.175092,0.043743,0.8549,1.3591,5,5,FALSE,TRUE,TRUE
"GENE0247","GENE0247_HUMAN","P52650","Protein GENE0247",0.9672,0.16954,0.040961,0.9492,1.3876,4,4,FALSE,FALSE,TRUE
"GENE1078","GENE1078_HUMAN","P79071","Protein GENE1078",-0.8134,1,0.892613,0,0.0493,3,3,FALSE,FALSE,FALSE
"GENE0581","GENE0581_HUMAN","P87614","Protein GENE0581",0.0214,1,0.260036,0.541,0.585,4,4,FALSE,FALSE,FALSE
"GENE0028","GENE0028_HUMAN","P68519","Protein GENE0028",-0.7053,0.62583,0.549849,0,0.2598,3,2,FALSE,FALSE,FALSE
"GENE0835","GENE0835_HUMAN","P73006","Protein GENE0835",-0.8043,1,0.681701,0,0.1664,4,4,FALSE,FALSE,FALSE
"GENE2107","GENE2107_HUMAN","P05948","Protein GENE2107",0.0753,1,0.847045,0,0.0721,4,2,FALSE,FALSE,FALSE
"GENE1962","GENE1962_HUMAN","P98952","Protein GENE1962",0.1599,1,0.530306,0,0.2755,4,3,FALSE,FALSE,FALSE
"GENE2051","GENE2051_HUMAN","P17480","Protein GENE2051",1.7079,0.018709,0.004806,1.7464,2.3182,6,2,FALSE,FALSE,TRUE
"GENE1191","GENE1191_HUMAN","P52534","Protein GENE1191",2.6615,0.059724,0.013391,1.6535,1.8732,6,6,FALSE,FALSE,TRUE
"GENE1774","GENE1774_HUMAN","P63739","Protein GENE1774",0.2059,0.435005,0.150989,0.3129,0.8211,5,4,FALSE,FALSE,FALSE
"GENE2692","GENE2692_HUMAN","P75934","Protein GENE2692",-0.2629,0.229314,0.218998,0.3031,0.6596,2,4,TRUE,FALSE,FALSE
"GENE2760","GENE2760_HUMAN","P77444","Protein GENE2760",-0.4276,0.506269,0.139282,0.253,0.8561,6,3,TRUE,TRUE,FALSE
"GENE1643","GENE1643_HUMAN","P70003","Protein GENE1643",-0.2713,1,0.994776,0,0.0023,5,3,TRUE,FALSE,FALSE
"GENE0380","GENE0380_HUMAN","P35286","Protein GENE0380",0.7141,1,0.558433,0,0.253,2,6,FALSE,FALSE,FALSE
"GENE0455","GENE0455_HUMAN","P28199","Protein GENE0455",0.0419,0.633915,0.52798,0,0.2774,6,2,TRUE,FALSE,FALSE
"GENE0885","GENE0885_HUMAN","P74238","Protein GENE0885",-0.5209,1,0.885393,0,0.0529,2,3,TRUE,FALSE,FALSE
"GENE2257","GENE2257_HUMAN","P52372","Protein GENE2257",-0.1228,1,0.459895,0,0.3373,2,5,FALSE,FALSE,FALSE
"GENE0919","GENE0919_HUMAN","P65352","Protein GENE0919",0.1089,0.26942,0.255602,0,0.5924,6,3,TRUE,FALSE,FALSE
"GENE1831","GENE1831_HUMAN","P87381","Protein GENE1831",-0.152,0.424751,0.090846,0.9899,1.0417,3,4,TRUE,FALSE,FALSE
"GENE0737","GENE0737_HUMAN","P83245","Protein GENE0737",1.0742,0.094508,0.026757,1.3163,1.5726,6,4,TRUE,FALSE,TRUE
"GENE1743","GENE1743_HUMAN","P49716","Protein GENE1743",-0.3419,0.481369,0.313515,0.1401,0.5037,6,2,FALSE,FALSE,FALSE
"GENE2662","GENE2662_HUMAN","P25510","Protein GENE2662",-0.9308,0.814907,0.273211,0.0504,0.5635,3,4,TRUE,FALSE,FALSE
"GENE2422","GENE2422_HUMAN","P28632","Protein GENE2422",-3.0227,0.071327,0.027348,1.1266,1.5631,2,2,FALSE,FALSE,TRUE
"GENE0019","GENE0019_HUMAN","P56554","Protein GENE0019",1.8831,0.079283,0.033421,1.2013,1.476,6,4,FALSE,FALSE,TRUE
"LARP7","LARP7_HUMAN","P98968","Protein LARP7",0.3583,0.855016,0.41801,0,0.3788,6,6,FALSE,FALSE,FALSE
"GENE2154","GENE2154_HUMAN","P45527","Protein GENE2154",2.034,0.10095,0.043403,0.8356,1.3625,6,5,FALSE,FALSE,TRUE
"GENE2397","GENE2397_HUMAN","P53244","Protein GENE2397",-1.6525,0.022424,0.015946,1.7543,1.7974,4,5,FALSE,FALSE,TRUE
"GENE2508","GENE2508_HUMAN","P52370","Protein GENE2508",3.8749,0.045707,0.01748,1.0927,1.7575,5,4,FALSE,FALSE,TRUE
"GENE1645","GENE1645_HUMAN","P87606","Protein GENE1645",0.6171,0.276346,0.225121,0.3651,0.6476,4,2,FALSE,FALSE,FALSE
"GENE1940","GENE1940_HUMAN","P84490","Protein GENE1940",-0.2808,1,0.683469,0.0673,0.1653,6,3,FALSE,FALSE,FALSE
"GENE0429","GENE0429_HUMAN","P02421","Protein GENE0429",0.061,0.402582,0.1032,0.4176,0.9863,6,3,FALSE,FALSE,FALSE
"GENE2705","GENE2705_HUMAN","P65392","Protein GENE2705",-0.3321,1,0.519267,0,0.2846,2,4,FALSE,FALSE,FALSE
"GENE2880","GENE2880_HUMAN","P23996","Protein GENE2880",2.2146,0.058591,0.038167,0.7641,1.4183,3,5,FALSE,FALSE,TRUE
"GENE2172","GENE2172_HUMAN","P11023","Protein GENE2172",-0.2945,0.464075,0.187248,0.29,0.7276,3,6,FALSE,FALSE,FALSE
"GENE2756","GENE2756_HUMAN","P07912","Protein GENE2756",4.4981,0.047177,0.028204,0.8971,1.5497,3,3,TRUE,FALSE,TRUE
"GENE2346","GENE2346_HUMAN","P21949","Protein GENE2346",3.2437,0.031477,0.008723,1.4201,2.0593,3,5,FALSE,FALSE,TRUE
"GENE1491","GENE1491_HUMAN","P32690","Protein GENE1491",-3.2156,0.023589,0.016123,1.267,1.7925,3,3,FALSE,FALSE,TRUE
"GENE0710","GENE0710_HUMAN","P35404","Protein GENE0710",-0.109,0.206504,0.094539,0.7371,1.0244,6,6,FALSE,FALSE,FALSE
"GENE0538","GENE0538_HUMAN","P69218","Protein GENE0538",-0.2821,1,0.795602,0,0.0993,3,3,FALSE,FALSE,FALSE
"GENE1364","GENE1364_HUMAN","P93535","Protein GENE1364",-0.3371,1,0.589182,0,0.2298,6,5,FALSE,FALSE,FALSE
"GENE0951","GENE0951_HUMAN","P37038","Protein GENE0951",0.5222,1,0.803438,0,0.095,6,6,FALSE,FALSE,FALSE
"GENE1542","GENE1542_HUMAN","P09614","Protein GENE1542",0.1391,1,0.759179,0,0.1197,2,4,FALSE,FALSE,FALSE
"GENE1135","GENE1135_HUMAN","P61874","Protein GENE1135",-3.0612,0.092025,0.028578,1.4976,1.544,4,6,FALSE,FALSE,TRUE
"GENE2708","GENE2708_HUMAN","P05542","Protein GENE2708",0.0968,1,0.830464,0,0.0807,5,2,FALSE,FALSE,FALSE
"GENE1703","GENE1703_HUMAN","P56309","Protein GENE1703",-0.6295,1,0.599449,0,0.2222,5,6,FALSE,FALSE,FALSE
"GENE1443","GENE1443_HUMAN","P70736","Protein GENE1443",0.3768,1,0.302661,0,0.519,3,2,FALSE,FALSE,FALSE
"GENE2634","GENE2634_HUMAN","P30655","Protein GENE2634",-0.4723,1,0.51194,0,0.2908,6,6,FALSE,FALSE,FALSE
"GENE0721","GENE0721_HUMAN","P32178","Protein GENE0721",0.1315,0.245605,0.085075,0.4433,1.0702,6,6,FALSE,FALSE,FALSE
"GENE2064","GENE2064_HUMAN","P36602","Protein GENE2064",0.3531,1,0.25604,0.1461,0.5917,3,2,FALSE,TRUE,FALSE
"GENE1201","GENE1201_HUMAN","P20328","Protein GENE1201",-0.2986,0.164466,0.10616,0.7812,0.974,5,4,FALSE,FALSE,FALSE
"GENE2757","GENE2757_HUMAN","P32544","Protein GENE2757",0.1205,1,0.685383,0,0.1641,4,6,FALSE,FALSE,FALSE
"GENE2232","GENE2232_HUMAN","P99695","Protein GENE2232",-0.3713,1,0.717718,0,0.144,3,5,TRUE,FALSE,FALSE
"GENE2701","GENE2701_HUMAN","P78186","Protein GENE2701",-0.2179,0.304693,0.288171,0,0.5403,2,3,FALSE,FALSE,FALSE
"GENE1694","GENE1694_HUMAN","P81239","Protein GENE1694",0.481,0.543063,0.384838,0,0.4147,5,3,FALSE,FALSE,FALSE
"GENE0156","GENE0156_HUMAN","P20473","Protein GENE0156",-0.4953,0.311446,0.17062,0.2586,0.768,5,4,FALSE,FALSE,FALSE
"GENE2709","GENE2709_HUMAN","P40279","Protein GENE2709",0.224,1,0.591781,0.079,0.2278,2,5,FALSE,FALSE,FALSE
"GENE2631","GENE2631_HUMAN","P72779","Protein GENE2631",0.4347,1,0.76062,0,0.1188,4,4,FALSE,FALSE,FALSE
"GENE0996","GENE0996_HUMAN","P96228","Protein GENE0996",0.2332,1,0.782928,0,0.1063,3,4,FALSE,TRUE,FALSE
"GENE2647","GENE2647_HUMAN","P32042","Protein GENE2647",-0.2868,1,0.856337,0,0.0674,2,3,FALSE,FALSE,FALSE
"GENE2658","GENE2658_HUMAN","P66851","Protein GENE2658",-4.3979,0.089076,0.034652,0.9142,1.4603,5,5,FALSE,FALSE,TRUE
"GENE2285","GENE2285_HUMAN","P98433","Protein GENE2285",0.6908,1,0.357989,0,0.4461,6,2,FALSE,FALSE,FALSE
"GENE1885","GENE1885_HUMAN","P57237","Protein GENE1885",-0.2531,0.518899,0.120938,0.466,0.9174,5,3,FALSE,FALSE,FALSE
"GENE1401","GENE1401_HUMAN","P20663","Protein GENE1401",0.3509,1,0.905872,0.0385,0.0429,3,2,FALSE,FALSE,FALSE
"GENE1231","GENE1231_HUMAN","P65147","Protein GENE1231",0.5633,0.04536,0.024404,1.1761,1.6125,6,2,FALSE,FALSE,TRUE
"GENE0824","GENE0824_HUMAN","P59739","Protein GENE0824",-0.2653,0.621985,0.149144,0.3687,0.8264,2,6,FALSE,FALSE,FALSE
"GENE1427","GENE1427_HUMAN","P37347","Protein GENE1427",-0.1392,1,0.455135,0,0.3419,3,2,FALSE,FALSE,FALSE
"GENE0704","GENE0704_HUMAN","P84354","Protein GENE0704",0.9679,0.160206,0.043982,1.2472,1.3567,6,3,FALSE,FALSE,TRUE
"GENE2039","GENE2039_HUMAN","P93197","Protein GENE2039",0.5165,1,0.486604,0.0602,0.3128,4,5,FALSE,FALSE,FALSE
"GENE2750","GENE2750_HUMAN","P10197","Protein GENE2750",-0.1383,1,0.525458,0,0.2795,4,6,FALSE,FALSE,FALSE
"GENE2643","GENE2643_HUMAN","P72121","Protein GENE2643",-0.2381,1,0.628423,0,0.2017,2,3,FALSE,FALSE,FALSE
"GENE1563","GENE1563_HUMAN","P01707","Protein GENE1563",-0.0066,1,0.673792,0,0.1715,6,2,FALSE,FALSE,FALSE
"GENE2198","GENE2198_HUMAN","P84504","Protein GENE2198",0.0037,0.256303,0.066601,0.9512,1.1765,3,4,FALSE,FALSE,FALSE
"GENE1058","GENE1058_HUMAN","P64446","Protein GENE1058",0.6648,1,0.538226,0,0.269,2,4,FALSE,FALSE,FALSE
"GENE0650","GENE0650_HUMAN","P52440","Protein GENE0650",3.8326,0.076682,0.022561,1.2081,1.6466,2,4,TRUE,FALSE,TRUE
"GENE1077","GENE1077_HUMAN","P73149","Protein GENE1077",4.4697,0.085175,0.034996,1.1632,1.456,2,6,FALSE,FALSE,TRUE
"GENE1345","GENE1345_HUMAN","P12010","Protein GENE1345",0.3439,0.493452,0.195086,0.1224,0.7098,5,5,FALSE,FALSE,FALSE
"GENE2458","GENE2458_HUMAN","P07290","Protein GENE2458",-0.5885,0.974617,0.29922,0.2143,0.524,3,2,FALSE,FALSE,FALSE
"GENE1779","GENE1779_HUMAN","P01530","Protein GENE1779",3.9719,0.021764,0.008146,1.8085,2.089,3,5,FALSE,FALSE,TRUE
"GENE0256","GENE0256_HUMAN","P62334","Protein GENE0256",-0.4135,1,0.57222,0,0.2424,4,5,FALSE,FALSE,FALSE
"GENE2254","GENE2254_HUMAN","P06409","Protein GENE2254",-0.4101,1,0.649618,0,0.1873,6,4,FALSE,FALSE,FALSE
"GENE0356","GENE0356_HUMAN","P56619","Protein GENE0356",0.475,0.342713,0.121454,0.2216,0.9156,6,4,TRUE,TRUE,FALSE
"GENE1048","GENE1048_HUMAN","P50591","Protein GENE1048",-0.2895,1,0.741355,0,0.13,6,6,FALSE,FALSE,FALSE
"GENE0509","GENE0509_HUMAN","P98916","Protein GENE0509",-0.4883,1,0.97044,0,0.013,3,2,FALSE,FALSE,FALSE
"GENE0434","GENE0434_HUMAN","P75767","Protein GENE0434",4.2649,0.042344,0.011701,1.3858,1.9318,4,2,FALSE,FALSE,TRUE
"GENE2449","GENE2449_HUMAN","P38910","Protein GENE2449",-0.3683,1,0.760208,0,0.1191,2,5,FALSE,FALSE,FALSE
"GENE1120","GENE1120_HUMAN","P65371","Protein GENE1120",0.6694,1,0.684985,0,0.1643,3,4,FALSE,FALSE,FALSE
"GENE2217","GENE2217_HUMAN","P48038","Protein GENE2217",-0.0953,0.640157,0.135885,0.2388,0.8668,5,5,TRUE,FALSE,FALSE
"GENE0476","GENE0476_HUMAN","P25881","Protein GENE0476",2.6826,0.026464,0.022487,1.2094,1.6481,3,6,FALSE,FALSE,TRUE
"GENE0395","GENE0395_HUMAN","P68806","Protein GENE0395",-0.1117,1,0.978689,0,0.0094,4,5,TRUE,FALSE,FALSE
"GENE2160","GENE2160_HUMAN","P00228","Protein GENE2160",-1.8991,0.0278,0.010267,1.7449,1.9885,2,5,FALSE,FALSE,TRUE
"GENE2517","GENE2517_HUMAN","P71374","Protein GENE2517",-0.1422,1,0.864859,0,0.0631,4,6,FALSE,FALSE,FALSE
"GENE1489","GENE1489_HUMAN","P63732","Protein GENE1489",1.366,0.003835,0.002567,2.359,2.5905,2,6,TRUE,FALSE,TRUE
"GENE0729","GENE0729_HUMAN","P86209","Protein GENE0729",-0.2788,0.699644,0.681418,0,0.1666,3,2,FALSE,FALSE,FALSE
"GENE1257","GENE1257_HUMAN","P31766","Protein GENE1257",0.4986,1,0.305261,0,0.5153,3,6,FALSE,FALSE,FALSE
"GENE1684","GENE1684_HUMAN","P39618","Protein GENE1684",0.0138,1,0.61285,0,0.2126,2,4,FALSE,FALSE,FALSE
"GENE0439","GENE0439_HUMAN","P55680","Protein GENE0439",-3.9942,0.051885,0.021118,1.3198,1.6753,4,3,FALSE,FALSE,TRUE
"GENE2328","GENE2328_HUMAN","P33758","Protein GENE2328",0.0887,0.377669,0.156598,0.6453,0.8052,2,4,FALSE,FALSE,FALSE
"GENE2607","GENE2607_HUMAN","P96562","Protein GENE2607",0.0771,1,0.835176,0,0.0782,6,4,FALSE,FALSE,FALSE
"GENE1797","GENE1797_HUMAN","P57900","Protein GENE1797",-0.7619,0.715665,0.169027,0.6602,0.772,2,4,FALSE,FALSE,FALSE
"GENE1116","GENE1116_HUMAN","P54688","Protein GENE1116",-0.4564,0.688255,0.688233,0,0.1623,5,5,FALSE,FALSE,FALSE
"GENE0086","GENE0086_HUMAN","P65628","Protein GENE0086",-4.4175,0.062925,0.019056,1.3145,1.72,5,6,FALSE,TRUE,TRUE
"GENE1691","GENE1691_HUMAN","P74326","Protein GENE1691",0.3304,1,0.527285,0,0.278,6,3,FALSE,FALSE,FALSE
"GENE1934","GENE1934_HUMAN","P13070","Protein GENE1934",-0.0835,0.601969,0.147446,0.3192,0.8314,5,4,FALSE,FALSE,FALSE
"GENE0087","GENE0087_HUMAN","P62695","Protein GENE0087",-0.0869,1,0.478291,0,0.3203,5,2,FALSE,FALSE,FALSE
"GENE0369","GENE0369_HUMAN","P83715","Protein GENE0369",-0.1659,0.403728,0.289305,0.1258,0.5386,2,4,FALSE,FALSE,FALSE
"GENE2190","GENE2190_HUMAN","P57526","Protein GENE2190",0.5452,0.342455,0.334927,0.3228,0.4751,5,5,FALSE,FALSE,FALSE
"GENE2468","GENE2468_HUMAN","P10063","Protein GENE2468",-0.0025,0.403268,0.089326,0.9976,1.049,5,4,FALSE,FALSE,FALSE
"GENE0130","GENE0130_HUMAN","P14805","Protein GENE0130",0.0718,0.878814,0.293598,0,0.5322,6,6,FALSE,FALSE,FALSE
"GENE0934","GENE0934_HUMAN","P72058","Protein GENE0934",-0.243,0.836315,0.534815,0,0.2718,2,6,FALSE,FALSE,FALSE
"GENE1277","GENE1277_HUMAN","P21747","Protein GENE1277",0.0101,0.288678,0.27634,0,0.5586,4,2,FALSE,FALSE,FALSE
"GENE2572","GENE2572_HUMAN","P12623","Protein GENE2572",0.188,0.967531,0.283656,0.1183,0.5472,4,6,FALSE,FALSE,FALSE
"GENE0196","GENE0196_HUMAN","P34033","Protein GENE0196",0.4343,1,0.907649,0,0.0421,6,5,FALSE,FALSE,FALSE
"GENE1279","GENE1279_HUMAN","P32563","Protein GENE1279",0.1164,1,0.885828,0,0.0527,4,5,FALSE,FALSE,FALSE
"GENE0390","GENE0390_HUMAN","P94086","Protein GENE0390",0.275,1,0.939781,0,0.027,3,4,FALSE,FALSE,FALSE
"GENE1410","GENE1410_HUMAN","P26534","Protein GENE1410",4.1375,0.004107,0.002395,2.2628,2.6207,4,6,FALSE,FALSE,TRUE
"GENE0667","GENE0667_HUMAN","P73472","Protein GENE0667",0.4307,1,0.958872,0,0.0182,6,4,TRUE,FALSE,FALSE
"ANKRD28","ANKRD28_HUMAN","P54967","Protein ANKRD28",-0.6807,0.673249,0.160444,0.618,0.7947,6,3,FALSE,FALSE,FALSE
"GENE1222","GENE1222_HUMAN","P71307","Protein GENE1222",0.2233,1,0.379584,0,0.4207,5,3,FALSE,TRUE,FALSE
"GENE0379","GENE0379_HUMAN","P18579","Protein GENE0379",0.0535,1,0.582523,0,0.2347,5,3,FALSE,TRUE,FALSE
