"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE2621","GENE2621_HUMAN","P65101","Protein GENE2621",3.3178,0.105969,0.025207,1.391,1.5985,3,2,FALSE,FALSE,TRUE
"GENE0032","GENE0032_HUMAN","P40469","Protein GENE0032",-1.1431,0.137243,0.044098,1.0321,1.3556,4,3,FALSE,FALSE,TRUE
"GENE1316","GENE1316_HUMAN","P15967","Protein GENE1316",-0.0152,0.321925,0.166037,0.0915,0.7798,4,5,FALSE,FALSE,FALSE
"GENE1267","GENE1267_HUMAN","P95388","Protein GENE1267",-0.6969,0.251827,0.145332,0.6411,0.8376,6,5,FALSE,FALSE,FALSE
"AGGF1","AGGF1_HUMAN","P56126","Protein AGGF1",-0.744,0.999039,0.627914,0.0853,0.2021,5,2,FALSE,FALSE,FALSE
"GENE1806","GENE1806_HUMAN","P53955","Protein GENE1806",0.6619,0.634533,0.478185,0,0.3204,6,2,TRUE,FALSE,FALSE
"GENE0421","GENE0421_HUMAN","P47280","Protein GENE0421",0.8005,1,0.796706,0.057,0.0987,4,3,FALSE,FALSE,FALSE
"GENE0714","GENE0714_HUMAN","P08011","Protein GENE0714",0.6954,1,0.99007,0,0.0043,6,5,TRUE,FALSE,FALSE
"GENE1871","GENE1871_HUMAN","P77906","Protein GENE1871",2.4322,0.119382,0.031869,1.236,1.4966,5,6,TRUE,FALSE,TRUE
"GENE2317","GENE2317_HUMAN","P71371","Protein GENE2317",0.4095,1,0.863722,0,0.0636,4,5,FALSE,FALSE,FALSE
"GENE2624","GENE2624_HUMAN","P22310","Protein GENE2624",4.001,0.08717,0.020612,1.0207,1.6859,5,2,FALSE,FALSE,TRUE
"GENE2165","GENE2165_HUMAN","P76267","Protein GENE2165",-0.2724,1,0.664547,0,0.1775,3,2,FALSE,FALSE,FALSE
"GENE1975","GENE1975_HUMAN","P17812","Protein GENE1975",-2.1926,0.022525,0.011004,1.6491,1.9585,4,5,FALSE,FALSE,TRUE
"GENE1392","GENE1392_HUMAN","P70561","Protein GENE1392",0.5472,1,0.732962,0,0.1349,6,4,FALSE,FALSE,FALSE
"GENE1803","GENE1803_HUMAN","P78737","Protein GENE1803",0.0108,0.381197,0.137197,0.8104,0.8627,2,2,TRUE,FALSE,FALSE
"GENE0386","GENE0386_HUMAN","P74942","Protein GENE0386",0.2759,0.730906,0.681807,0,0.1663,5,6,FALSE,FALSE,FALSE
"GENE1644","GENE1644_HUMAN","P63728","Protein GENE1644",3.5781,0.160845,0.037129,1.3225,1.4303,4,4,FALSE,FALSE,TRUE
"GENE1128","GENE1128_HUMAN","P77787","Protein GENE1128",-0.4818,0.172018,0.15001,0.2659,0.8239,6,3,FALSE,FALSE,FALSE
"GENE1709","GENE1709_HUMAN","P58317","Protein GENE1709",-0.8505,1,0.787223,0,0.1039,2,2,FALSE,FALSE,FALSE
"GENE1464","GENE1464_HUMAN","P84315","Protein GENE1464",-0.2462,1,0.49206,0,0.308,6,5,FALSE,FALSE,FALSE
"GENE1155","GENE1155_HUMAN","P01107","Protein GENE1155",0.6305,0.998858,0.844069,0,0.0736,2,5,FALSE,FALSE,FALSE
"GENE0392","GENE0392_HUMAN","P56817","Protein GENE0392",-0.4873,1,0.300639,0,0.522,3,6,FALSE,FALSE,FALSE
"GENE2301","GENE2301_HUMAN","P79802","Protein GENE2301",-0.2915,1,0.438468,0,0.3581,4,2,FALSE,FALSE,FALSE
"GENE2806","GENE2806_HUMAN","P44948","Protein GENE2806",-3.4652,0.092208,0.01903,1.45,1.7206,6,4,FALSE,FALSE,TRUE
"GENE2486","GENE2486_HUMAN","P61016","Protein GENE2486",-0.0121,0.824594,0.272428,0.0372,0.5647,4,4,FALSE,FALSE,FALSE
"GENE2211","GENE2211_HUMAN","P33524","Protein GENE2211",-0.0462,1,0.355229,0,0.4495,4,5,FALSE,FALSE,FALSE
"GENE1994","GENE1994_HUMAN","P90546","Protein GENE1994",0.4713,1,0.323394,0,0.4903,5,5,FALSE,FALSE,FALSE
"GENE2785","GENE2785_HUMAN","P54466","Protein GENE2785",0.4404,1,0.74577,0,0.1274,2,2,FALSE,FALSE,FALSE
"GENE2733","GENE2733_HUMAN","P77725","Protein GENE2733",-0.0099,1,0.885743,0,0.0527,6,3,FALSE,FALSE,FALSE
"GENE0052","GENE0052_HUMAN","P52344","Protein GENE0052",-0.4567,1,0.621278,0,0.2067,4,2,FALSE,FALSE,FALSE
"GENE2542","GENE2542_HUMAN","P80235","Protein GENE2542",4.2892,0.206139,0.041395,1.2236,1.3831,6,2,FALSE,FALSE,TRUE
"GENE1706","GENE1706_HUMAN","P40511","Protein GENE1706",-0.4895,0.881352,0.560324,0,0.2516,2,3,FALSE,FALSE,FALSE
"GENE2148","GENE2148_HUMAN","P56066","Protein GENE2148",0.6079,1,0.637619,0,0.1954,5,6,FALSE,FALSE,FALSE
"GENE2490","GENE2490_HUMAN","P89356","Protein GENE2490",-1.0296,0.262518,0.165226,0.1564,0.7819,3,4,FALSE,FALSE,FALSE
"GENE1940","GENE1940_HUMAN","P24334","Protein GENE1940",0.2785,1,0.671574,0,0.1729,6,4,FALSE,FALSE,FALSE
"GENE2808","GENE2808_HUMAN","P23752","Protein GENE2808",-0.7053,0.646503,0.39418,0,0.4043,6,3,FALSE,FALSE,FALSE
"GENE0114","GENE0114_HUMAN","P09399","Protein GENE0114",0.1403,1,0.99708,0,0.0013,2,5,FALSE,FALSE,FALSE
"GENE1417","GENE1417_HUMAN","P67187","Protein GENE1417",-0.0034,1,0.882569,0,0.0543,5,2,FALSE,FALSE,FALSE
"GENE0869","GENE0869_HUMAN","P97761","Protein GENE0869",0.5976,0.490846,0.343978,0,0.4635,5,2,FALSE,FALSE,FALSE
"GENE1231","GENE1231_HUMAN","P65349","Protein GENE1231",0.693,1,0.71341,0,0.1467,2,4,TRUE,FALSE,FALSE
"GENE1457","GENE1457_HUMAN","P46582","Protein GENE1457",0.2619,1,0.570188,0,0.244,2,3,FALSE,FALSE,FALSE
"GENE2884","GENE2884_HUMAN","P92493","Protein GENE2884",-0.0959,1,0.911475,0,0.0403,4,3,FALSE,FALSE,FALSE
"GENE2141","GENE2141_HUMAN","P87556","Protein GENE2141",-0.1284,0.499884,0.360729,0.0909,0.4428,3,5,FALSE,FALSE,FALSE
"GENE1837","GENE1837_HUMAN","P70827","Protein GENE1837",-0.2485,1,0.555474,0,0.2553,5,5,FALSE,FALSE,FALSE
"GENE1832","GENE1832_HUMAN","P52219","Protein GENE1832",0.9119,1,0.593681,0,0.2264,3,6,FALSE,FALSE,FALSE
"GENE1102","GENE1102_HUMAN","P89026","Protein GENE1102",0.1323,1,0.28766,0.2918,0.5411,6,4,FALSE,FALSE,FALSE
"GENE2501","GENE2501_HUMAN","P21303","Protein GENE2501",-0.2954,0.351913,0.316094,0,0.5002,2,6,FALSE,FALSE,FALSE
"GENE2666","GENE2666_HUMAN","P03914","Protein GENE2666",3.3425,0.028587,0.015909,1.1304,1.7983,5,6,FALSE,FALSE,TRUE
"GENE1660","GENE1660_HUMAN","P56268","Protein GENE1660",-2.3173,0.097115,0.024267,1.0268,1.615,4,3,FALSE,FALSE,TRUE
"GENE0230","GENE0230_HUMAN","P06391","Protein GENE0230",0.3575,0.320794,0.176316,0.3647,0.7537,5,4,TRUE,FALSE,FALSE
"GENE0740","GENE0740_HUMAN","P36976","Protein GENE0740",-0.0611,0.296188,0.149664,0.3529,0.8249,2,6,FALSE,FALSE,FALSE
"GENE2189","GENE2189_HUMAN","P09800","Protein GENE2189",2.0245,0.052609,0.014218,1.5463,1.8472,5,3,FALSE,FALSE,TRUE
"GENE2271","GENE2271_HUMAN","P62465","Protein GENE2271",0.7708,0.023786,0.019135,1.025,1.7182,2,4,FALSE,FALSE,TRUE
"GENE1495","GENE1495_HUMAN","P01257","Protein GENE1495",-1.3538,0.104392,0.032049,1.3774,1.4942,3,6,FALSE,FALSE,TRUE
"GENE1178","GENE1178_HUMAN","P66763","Protein GENE1178",-0.0929,1,0.82076,0,0.0858,5,2,FALSE,FALSE,FALSE
"GENE0554","GENE0554_HUMAN","P48072","Protein GENE0554",0.278,0.323376,0.080944,0.9622,1.0918,2,2,FALSE,FALSE,FALSE
"GENE0802","GENE0802_HUMAN","P62413","Protein GENE0802",0.1749,1,0.546185,0,0.2627,4,3,FALSE,FALSE,FALSE
"GENE0956","GENE0956_HUMAN","P83964","Protein GENE0956",0.5922,0.75826,0.560469,0,0.2514,2,4,FALSE,FALSE,FALSE
"GENE1276","GENE1276_HUMAN","P95240","Protein GENE1276",-1.8221,0.011931,0.007316,1.881,2.1357,4,6,FALSE,FALSE,TRUE
"GENE0279","GENE0279_HUMAN","P75933","Protein GENE0279",-0.2243,0.796496,0.561224,0,0.2509,4,2,FALSE,FALSE,FALSE
"GENE1826","GENE1826_HUMAN","P43319","Protein GENE1826",-0.5087,1,0.715869,0,0.1452,5,4,FALSE,FALSE,FALSE
"TRIP4","TRIP4_HUMAN","P84384","Protein TRIP4",0.6591,1,0.627754,0,0.2022,4,5,FALSE,FALSE,FALSE
"GENE2174","GENE2174_HUMAN","P73366","Protein GENE2174",-0.4839,1,0.755599,0,0.1217,2,5,FALSE,TRUE,FALSE
"GENE0269","GENE0269_HUMAN","P45889","Protein GENE0269",-2.2079,0.02579,0.006908,1.6118,2.1606,6,5,TRUE,FALSE,TRUE
"GENE2693","GENE2693_HUMAN","P15097","Protein GENE2693",-2.7866,0.066353,0.04708,0.9799,1.3272,2,4,TRUE,FALSE,TRUE
"GENE0183","GENE0183_HUMAN","P05089","Protein GENE0183",-0.1187,1,0.954742,0,0.0201,5,5,TRUE,FALSE,FALSE
"GENE1185","GENE1185_HUMAN","P88245","Protein GENE1185",-1.3037,0.112295,0.034775,0.9318,1.4587,2,2,FALSE,FALSE,TRUE
"GENE0479","GENE0479_HUMAN","P55730","Protein GENE0479",0.4239,1,0.713466,0.0953,0.1466,5,4,FALSE,FALSE,FALSE
"GENE1459","GENE1459_HUMAN","P50570","Protein GENE1459",0.1592,1,0.818871,0,0.0868,2,4,FALSE,TRUE,FALSE
"GENE2291","GENE2291_HUMAN","P01488","Protein GENE2291",3.4375,0.076298,0.024739,1.2277,1.6066,6,5,FALSE,FALSE,TRUE
"GENE0059","GENE0059_HUMAN","P41368","Protein GENE0059",0.0728,0.476843,0.316905,0,0.4991,6,3,TRUE,FALSE,FALSE
"GENE2603","GENE2603_HUMAN","P53400","Protein GENE2603",-0.1744,1,0.301397,0.1101,0.5209,4,4,FALSE,FALSE,FALSE
"GENE0658","GENE0658_HUMAN","P59305","Protein GENE0658",-0.5009,1,0.570785,0,0.2435,4,5,FALSE,FALSE,FALSE
"GENE1864","GENE1864_HUMAN","P09237","Protein GENE1864",0.2726,1,0.550234,0,0.2595,3,4,FALSE,FALSE,FALSE
"GENE1556","GENE1556_HUMAN","P04566","Protein GENE1556",-2.6827,0.179292,0.042556,1.1232,1.371,3,2,FALSE,FALSE,TRUE
"GENE0493","GENE0493_HUMAN","P87062","Protein GENE0493",0.7665,1,0.400451,0.0725,0.3975,5,6,FALSE,FALSE,FALSE
"GENE0557","GENE0557_HUMAN","P25986","Protein GENE0557",0.3242,0.474708,0.391136,0.2128,0.4077,3,2,FALSE,TRUE,FALSE
"GENE0960","GENE0960_HUMAN","P38464","Protein GENE0960",0.0569,1,0.93168,0,0.0307,3,6,FALSE,FALSE,FALSE
"GENE1475","GENE1475_HUMAN","P38034","Protein GENE1475",0.0235,0.752557,0.438886,0.2025,0.3576,5,4,FALSE,TRUE,FALSE
"GENE1390","GENE1390_HUMAN","P84481","Protein GENE1390",-3.5971,0.063423,0.022686,1.0162,1.6442,4,3,FALSE,FALSE,TRUE
"GENE2188","GENE2188_HUMAN","P28643","Protein GENE2188",-0.5888,0.245003,0.139979,0.4971,0.8539,2,6,FALSE,FALSE,FALSE
"GENE0877","GENE0877_HUMAN","P03768","Protein GENE0877",0.0707,0.587696,0.278893,0.2114,0.5546,2,2,FALSE,TRUE,FALSE
"GENE0817","GENE0817_HUMAN","P14094","Protein GENE0817",-8e-04,0.619276,0.294982,0,0.5302,3,5,FALSE,FALSE,FALSE
"GENE1880","GENE1880_HUMAN","P63193","Protein GENE1880",-0.6026,0.76004,0.172259,0.5279,0.7638,6,2,FALSE,FALSE,FALSE
"GENE0262","GENE0262_HUMAN","P16718","Protein GENE0262",-0.2308,1,0.435241,0,0.3613,2,3,FALSE,FALSE,FALSE
"GENE1982","GENE1982_HUMAN","P64865","Protein GENE1982",0.7088,1,0.468553,0,0.3292,2,5,FALSE,FALSE,FALSE
"GENE1997","GENE1997_HUMAN","P32891","Protein GENE1997",-0.4445,1,0.788906,0,0.103,2,4,TRUE,FALSE,FALSE
"GENE0399","GENE0399_HUMAN","P38000","Protein GENE0399",0.1218,1,0.532025,0,0.2741,5,2,FALSE,FALSE,FALSE
"GENE1568","GENE1568_HUMAN","P45582","Protein GENE1568",-0.2582,0.940864,0.911963,0,0.04,3,4,FALSE,FALSE,FALSE
"GENE0008","GENE0008_HUMAN","P43633","Protein GENE0008",0.3134,1,0.87023,0,0.0604,3,4,FALSE,FALSE,FALSE
"GENE2596","GENE2596_HUMAN","P90463","Protein GENE2596",4.1952,0.075459,0.042453,0.8102,1.3721,6,5,FALSE,FALSE,TRUE
"GENE0560","GENE0560_HUMAN","P63847","Protein GENE0560",0.4935,1,0.775739,0,0.1103,4,4,FALSE,FALSE,FALSE
"GENE0261","GENE0261_HUMAN","P17068","Protein GENE0261",0.1717,1,0.949117,0,0.0227,3,2,FALSE,FALSE,FALSE
"GENE1085","GENE1085_HUMAN","P79112","Protein GENE1085",2.8747,0.021688,0.006502,1.7429,2.1869,3,5,FALSE,FALSE,TRUE
"GENE0551","GENE0551_HUMAN","P50953","Protein GENE0551",0.4346,0.903186,0.209557,0.5266,0.6787,6,6,FALSE,FALSE,FALSE
"GENE1623","GENE1623_HUMAN","P92737","Protein GENE1623",-0.6546,0.233478,0.077239,0.9079,1.1122,4,6,FALSE,FALSE,FALSE
"GENE2699","GENE2699_HUMAN","P02432","Protein GENE2699",-0.1535,0.758948,0.332275,0.3233,0.4785,6,6,FALSE,FALSE,FALSE
"GENE2583","GENE2583_HUMAN","P71672","Protein GENE2583",-0.5897,0.81719,0.722811,0,0.141,5,4,FALSE,FALSE,FALSE
"GENE1749","GENE1749_HUMAN","P10419","Protein GENE1749",-0.3732,1,0.514576,0,0.2886,4,3,FALSE,FALSE,FALSE
"GENE0411","GENE0411_HUMAN","P96172","Protein GENE0411",3.9232,0.023669,0.015429,1.2134,1.8117,5,4,FALSE,FALSE,TRUE
"GENE1361","GENE1361_HUMAN","P57217","Protein GENE1361",0.4537,1,0.728383,0,0.1376,3,6,TRUE,FALSE,FALSE
"GENE1608","GENE1608_HUMAN","P32058","Protein GENE1608",-0.6497,1,0.596057,0,0.2247,6,4,FALSE,FALSE,FALSE
"GENE2601","GENE2601_HUMAN","P03005","Protein GENE2601",-0.2131,0.598496,0.548505,0,0.2608,4,6,FALSE,FALSE,FALSE
"GENE0184","GENE0184_HUMAN","P23430","Protein GENE0184",-0.0769,0.330283,0.084281,0.439,1.0743,3,6,FALSE,FALSE,FALSE
"GENE0734","GENE0734_HUMAN","P04355","Protein GENE0734",-0.2572,1,0.657738,0,0.1819,4,6,FALSE,FALSE,FALSE
"GENE2126","GENE2126_HUMAN","P36875","Protein GENE2126",-0.4795,1,0.516106,0.2645,0.2873,2,6,FALSE,FALSE,FALSE
"GENE0265","GENE0265_HUMAN","P32888","Protein GENE0265",1.7779,0.012059,0.010969,1.2765,1.9598,5,6,FALSE,FALSE,TRUE
"GENE0237","GENE0237_HUMAN","P29702","Protein GENE0237",0.284,1,0.692255,0,0.1597,2,5,TRUE,FALSE,FALSE
"GENE1841","GENE1841_HUMAN","P51614","Protein GENE1841",0.4075,1,0.856526,0,0.0673,3,3,FALSE,FALSE,FALSE
"GENE1689","GENE1689_HUMAN","P58123","Protein GENE1689",0.2271,1,0.732183,0,0.1354,5,3,FALSE,TRUE,FALSE
"GENE0525","GENE0525_HUMAN","P39519","Protein GENE0525",-3.6324,0.039568,0.034611,0.8373,1.4608,5,2,FALSE,FALSE,TRUE
"GENE0085","GENE0085_HUMAN","P50255","Protein GENE0085",-0.6962,0.107582,0.026446,1.3371,1.5776,3,4,FALSE,FALSE,TRUE
"GENE0938","GENE0938_HUMAN","P00618","Protein GENE0938",4.2195,0.096053,0.024663,1.3312,1.608,3,5,FALSE,TRUE,TRUE
"GENE2109","GENE2109_HUMAN","P66731","Protein GENE2109",0.1273,1,0.985824,0,0.0062,2,3,FALSE,TRUE,FALSE
"GENE0922","GENE0922_HUMAN","P06745","Protein GENE0922",0.1197,1,0.906199,0,0.0428,2,3,TRUE,FALSE,FALSE
"GENE1737","GENE1737_HUMAN","P17412","Protein GENE1737",-0.4343,0.435874,0.133804,0.7107,0.8735,3,4,FALSE,FALSE,FALSE
"GENE1557","GENE1557_HUMAN","P63801","Protein GENE1557",-0.1713,0.377167,0.282453,0.4144,0.5491,4,4,FALSE,FALSE,FALSE
"GENE0499","GENE0499_HUMAN","P44030","Protein GENE0499",0.5747,0.084425,0.026528,1.0403,1.5763,5,5,FALSE,FALSE,TRUE
"GENE2474","GENE2474_HUMAN","P91014","Protein GENE2474",-0.0831,1,0.237135,0,0.625,6,5,FALSE,FALSE,FALSE
"GENE0669","GENE0669_HUMAN","P52013","Protein GENE0669",2.8816,0.124025,0.02864,0.8776,1.543,3,6,FALSE,FALSE,TRUE
"GENE0174","GENE0174_HUMAN","P30625","Protein GENE0174",-1.3307,0.054352,0.014889,1.4072,1.8271,4,4,FALSE,FALSE,TRUE
"GENE0286","GENE0286_HUMAN","P50486","Protein GENE0286",0.6529,0.852179,0.189375,0.2091,0.7227,5,6,FALSE,FALSE,FALSE
"GENE1752","GENE1752_HUMAN","P27180","Protein GENE1752",0.4467,0.698913,0.23232,0.4961,0.6339,5,4,FALSE,FALSE,FALSE
"GENE1620","GENE1620_HUMAN","P71156","Protein GENE1620",-0.5037,0.214192,0.200758,0.4177,0.6973,6,5,FALSE,FALSE,FALSE
"GENE2704","GENE2704_HUMAN","P74337","Protein GENE2704",-0.1438,1,0.795543,0,0.0993,6,2,FALSE,FALSE,FALSE
"ZNF598","ZNF598_HUMAN","P90800","Protein ZNF598",0.7549,0.056038,0.030119,0.985,1.5212,5,6,FALSE,FALSE,TRUE
"GENE2454","GENE2454_HUMAN","P98201","Protein GENE2454",-0.0939,1,0.476692,0.2848,0.3218,6,5,FALSE,FALSE,FALSE
"GENE1114","GENE1114_HUMAN","P37504","Protein GENE1114",0.3224,1,0.648139,0,0.1883,6,4,FALSE,FALSE,FALSE
"GENE0401","GENE0401_HUMAN","P61863","Protein GENE0401",0.0424,1,0.669289,0,0.1744,4,5,FALSE,FALSE,FALSE
"GENE0202","GENE0202_HUMAN","P61929","Protein GENE0202",0.1036,1,0.691901,0,0.16,2,5,FALSE,FALSE,FALSE
"GENE1046","GENE1046_HUMAN","P46551","Protein GENE1046",2.3785,0.036336,0.008331,1.4673,2.0793,3,2,FALSE,FALSE,TRUE
"GENE0170","GENE0170_HUMAN","P86508","Protein GENE0170",0.5833,1,0.465737,0,0.3319,4,5,FALSE,TRUE,FALSE
"GENE0803","GENE0803_HUMAN","P66754","Protein GENE0803",3.3185,0.054197,0.037481,1.1702,1.4262,2,3,FALSE,FALSE,TRUE
"GENE2496","GENE2496_HUMAN","P40922","Protein GENE2496",0.0164,0.901421,0.82324,0,0.0845,5,5,FALSE,FALSE,FALSE
"GENE1061","GENE1061_HUMAN","P84922","Protein GENE1061",0.5555,1,0.513312,0,0.2896,2,6,TRUE,FALSE,FALSE
"GENE0119","GENE0119_HUMAN","P36653","Protein GENE0119",0.4703,0.232343,0.193881,0.5019,0.7125,6,4,FALSE,FALSE,FALSE
"GPATCH3","GPATCH3_HUMAN","P50717","Protein GPATCH3",0.0617,1,0.500316,0,0.3008,6,2,TRUE,FALSE,FALSE
